id	name	namespace	UPS1_mean	UPS2_mean	UPS1_01	UPS1_02	UPS1_03	UPS1_04	UPS2_01	UPS2_02	UPS2_03	UPS2_04	UPS1_01_n_peptide	UPS1_02_n_peptide	UPS1_03_n_peptide	UPS1_04_n_peptide	UPS2_01_n_peptide	UPS2_02_n_peptide	UPS2_03_n_peptide	UPS2_04_n_peptide	UPS1_01_n_samp_children	UPS1_02_n_samp_children	UPS1_03_n_samp_children	UPS1_04_n_samp_children	UPS2_01_n_samp_children	UPS2_02_n_samp_children	UPS2_03_n_samp_children	UPS2_04_n_samp_children
GO:0008794	arsenate reductase (glutaredoxin) activity	molecular_function	26.231480352348964	26.29412859813021	26.091408600494486	25.91671323870864	26.582752751013405	26.249915101901383	26.45038495800998	26.420959656779107	26.206599068399143	26.064040289335328	6.0	7.0	7.0	7.0	10.0	6.0	7.0	7.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008795	NAD+ synthase activity	molecular_function	27.694852001993002	27.564549228658297	27.605285999142602	27.806353891677556	27.142254449197907	28.07119882482124	28.06379272414407	26.73397225693793	27.709965279779496	27.44138858906327	12.0	12.0	8.0	12.0	12.0	9.0	12.0	10.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008796	bis(5'-nucleosyl)-tetraphosphatase activity	molecular_function	25.31705437048788	24.95170737617434	25.936655419501683	25.498989415348195	25.64263455460554	21.598761746580852	25.419345933724937	24.531692606339497	24.184750533507767	25.310197203714964	3.0	3.0	3.0	3.0	3.0	2.0	4.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0008797	aspartate ammonia-lyase activity	molecular_function	31.031711714423775	30.996860252085984	31.113098769792895	31.06333285633772	30.802371085930282	31.124975041023987	31.055359885679298	30.78712045452908	30.974987569014676	31.146082256659476	27.0	27.0	24.0	26.0	26.0	25.0	26.0	26.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008798	beta-aspartyl-peptidase activity	molecular_function	25.77308687433271	26.14250763300387	26.193465835713504	26.04506097312583	24.92514043265088	25.61897760098583	25.976556737041108	26.341760965040756	26.044961717707455	26.179445130198165	14.0	17.0	9.0	13.0	16.0	13.0	18.0	16.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008800	beta-lactamase activity	molecular_function	29.902885540812626	29.85378856876291	30.017400625643564	29.73437408462052	29.676771328532396	30.132712349428132	29.956076709401792	29.80971655187721	29.83184440138487	29.81238225973193	46.0	47.0	41.0	46.0	49.0	43.0	44.0	45.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008802	betaine-aldehyde dehydrogenase activity	molecular_function	27.76763617423388	27.71663629394089	27.897500872852973	27.820869759948227	27.367299410234278	27.918897016741234	27.652606751307506	27.66923624951853	27.708439466461193	27.82953424240853	19.0	21.0	15.0	20.0	21.0	17.0	20.0	19.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008803	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) activity	molecular_function	22.78355180968556	22.902899175655385	23.326513893827645	23.301338064639836	22.418679309609622	21.204686552895648	23.20781517141405	22.318759327827927	23.11767059362198	22.809153073072668	2.0	2.0	2.0	2.0	2.0	1.0	3.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008804	carbamate kinase activity	molecular_function	17.764758335202284	20.585005590305904	NA	18.144069404995463	NA	17.248699299609978	20.30132595780093	19.223490850723856	20.66533702329567	21.37750493457705	NA	1.0	NA	1.0	2.0	1.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008806	carboxymethylenebutenolidase activity	molecular_function	24.652227616538493	24.873412669211035	24.221446711224115	24.797866117955213	24.580874945249988	24.915471829426444	24.974173474216435	24.689694320062795	24.833993168677484	24.976653692355267	5.0	5.0	5.0	5.0	5.0	4.0	5.0	5.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008808	cardiolipin synthase activity	molecular_function	24.74090959372474	25.5314957031024	25.71325559848642	24.91495603811828	23.18872813490767	23.926798884140055	25.526579695692842	26.8009220273268	23.89162572382109	23.652428524209395	4.0	8.0	5.0	7.0	6.0	6.0	5.0	4.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008809	carnitine racemase activity	molecular_function	21.250331805050017	20.99389268078138	20.97059354184235	21.09309672346188	21.882139863050977	20.7963235510857	20.971827524423396	21.48830286512532	20.37799801131075	20.925815052238857	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008810	cellulase activity	molecular_function	22.646865375541704	22.14777574199714	23.219518191461233	23.285425871764055	21.42039174929612	21.727136546981452	22.05648460097211	21.865253559969112	20.344949016446254	23.113137300444833	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008811	chloramphenicol O-acetyltransferase activity	molecular_function	25.162041703963393	25.699480689596996	25.706329452833323	25.28584069412257	25.617073799328416	21.54119595464489	25.637463203692604	25.71460881770031	25.55024026808502	25.875561000441856	3.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008812	choline dehydrogenase activity	molecular_function	21.11479645666799	20.158486724440188	21.677117626892507	21.037407374239592	NA	20.31789880665208	21.21568999741973	NA	19.751133517274894	17.55990641283814	1.0	1.0	NA	1.0	2.0	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008813	chorismate lyase activity	molecular_function	19.70866198110176	20.727504090781082	20.134630892850204	19.18354283442453	19.652206498866807	NA	19.53563201805393	NA	20.746284253654	21.3589930494192	1.0	1.0	1.0	NA	1.0	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008817	cob(I)yrinic acid a,c-diamide adenosyltransferase activity	molecular_function	23.599190907396267	23.33223504416176	24.274955279182333	23.853894843206085	23.114179660718566	22.584617639944067	23.389741515559944	24.050445653973338	22.759878953518708	22.69215329612139	3.0	3.0	2.0	2.0	3.0	2.0	3.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008818	cobalamin 5'-phosphate synthase activity	molecular_function	19.651566778769887	19.287335956301018	19.062791204126356	20.12978842055778	NA	19.56546918812411	20.264170766748038	18.396201817668256	NA	18.26602140893945	1.0	1.0	NA	1.0	1.0	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008825	cyclopropane-fatty-acyl-phospholipid synthase activity	molecular_function	21.859906043130074	22.132006515666845	21.378988420136313	21.417302652828127	21.622009797274494	22.625179121813407	22.72355158039139	22.053357722953223	22.264593368867395	20.97980656680941	2.0	3.0	2.0	5.0	4.0	2.0	4.0	3.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008827	cytochrome o ubiquinol oxidase activity	molecular_function	28.93984682612898	29.222960805937184	28.99632401569525	28.918629985463458	28.781889609680714	29.048715357524816	29.439338187698	28.828231234577025	29.323377377151502	29.230834403619777	10.0	10.0	9.0	9.0	10.0	7.0	8.0	8.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008829	dCTP deaminase activity	molecular_function	26.432689417207143	25.972836449976146	26.50565584302293	26.360562649530625	26.398408472139355	26.461781330525152	26.049579874223973	26.382739533888188	25.44575821032992	25.856941957036987	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008830	dTDP-4-dehydrorhamnose 3,5-epimerase activity	molecular_function	23.474683924047778	23.608449239769033	22.79629173727919	23.64322481278844	23.21151615687311	23.978502013083585	23.723352822513828	23.194379302193884	23.705107892747147	23.74240738665221	4.0	5.0	3.0	5.0	4.0	4.0	5.0	4.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008831	dTDP-4-dehydrorhamnose reductase activity	molecular_function	20.778956569622256	NA	20.654849089978025	20.853188461228445	NA	20.821079923867924	NA	NA	NA	NA	1.0	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008832	dGTPase activity	molecular_function	24.097510893364916	24.230693778813194	24.770654034031022	23.77766198832657	24.222217685194217	23.13739871814385	24.53873942259441	23.822652136148932	24.59164738888736	23.764855664781848	6.0	5.0	4.0	4.0	5.0	4.0	6.0	3.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008833	deoxyribonuclease IV (phage-T4-induced) activity	molecular_function	23.36590879144162	23.2038920485252	22.949258019337186	22.81219597204882	24.27697941232011	22.828763436155153	23.252286303919057	22.939835394619305	23.96752521687156	22.00424864267486	4.0	4.0	3.0	3.0	5.0	3.0	4.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008834	di-trans,poly-cis-decaprenylcistransferase activity	molecular_function	22.21840649891671	21.92388955325722	22.17419502915629	22.200399582042454	22.141458081947285	22.348709122541813	21.869844605142365	22.32121214286296	21.75925836504314	21.650808232168654	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008835	diaminohydroxyphosphoribosylaminopyrimidine deaminase activity	molecular_function	26.880918241852232	26.761280161006994	26.83333407171217	26.882675398123745	26.823682497787956	26.978693866941967	26.813868195431038	26.696037477576507	26.70219515473103	26.82784338150762	17.0	19.0	17.0	16.0	20.0	15.0	16.0	18.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008837	diaminopimelate epimerase activity	molecular_function	27.255419877501804	25.551904271408304	24.75735983719072	25.406893197457578	28.94136888970371	25.646263077792412	25.684695090029365	25.24930106523074	25.831963576824478	25.365107981415193	6.0	7.0	4.0	6.0	7.0	4.0	6.0	7.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008838	diaminopropionate ammonia-lyase activity	molecular_function	24.905971499720675	25.257130451080528	24.178758072982433	24.571615022095294	25.09378380411074	25.45564799248693	25.02461593201054	25.30865064593835	25.330743372715098	25.34139171501598	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008839	4-hydroxy-tetrahydrodipicolinate reductase	molecular_function	26.582215975043493	26.277928906215163	26.721833889932906	26.29036851881335	26.606644066904998	26.672330789740858	26.532065604224186	26.23996387871003	25.60498415143498	26.54830849424771	9.0	10.0	10.0	10.0	11.0	10.0	10.0	9.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008840	4-hydroxy-tetrahydrodipicolinate synthase	molecular_function	28.906811548040007	28.781184161935634	28.942158482148105	28.931131258042743	28.986948311702044	28.756536242831984	28.68801616153391	28.777415529192044	28.971993727507712	28.66674736235027	23.0	24.0	21.0	22.0	23.0	20.0	22.0	23.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008841	dihydrofolate synthase activity	molecular_function	24.435452107701902	24.4989687589759	24.2639286568553	24.66031637158331	24.087933869029342	24.646455837175036	25.0401981581711	23.949575355114675	24.36052382207631	24.429490669133227	5.0	7.0	5.0	7.0	8.0	5.0	6.0	6.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008847	Enterobacter ribonuclease activity	molecular_function	25.050680334415713	24.780681796776673	25.21999061381062	25.25878978700752	24.106328462946436	25.314487426936836	24.966182454601352	23.83440483115067	25.077753670488953	24.937945795812702	8.0	7.0	6.0	7.0	8.0	4.0	8.0	7.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008851	ethanolamine ammonia-lyase activity	molecular_function	23.5749126866166	23.561558042323334	23.5403778640662	23.56322574660108	23.942814483946055	23.142938720315783	23.36699270499719	23.695367251609895	23.662009370019067	23.49795022123459	5.0	7.0	5.0	5.0	7.0	6.0	7.0	6.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008852	exodeoxyribonuclease I activity	molecular_function	25.22607085264156	24.126775703939554	24.58601046072973	24.599482734922965	26.488108343256958	23.546915350244724	23.935375833821663	24.489245058690027	24.218736908177203	23.754946160624073	8.0	10.0	7.0	8.0	8.0	9.0	9.0	8.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008853	exodeoxyribonuclease III activity	molecular_function	26.897797521688588	26.806424861057387	26.55298789801771	26.652760364414135	27.17424540016416	27.108915679968607	26.687006763838983	27.110683833031107	26.458012296085517	26.889412164377692	15.0	15.0	15.0	15.0	15.0	14.0	13.0	14.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008854	exodeoxyribonuclease V activity	molecular_function	24.94180214319103	26.29652800592744	21.532313978063943	26.638127787665898	21.852417895397807	24.07313587169473	25.680609766805954	25.988205021346577	25.493131374706735	27.27245678612874	2.0	6.0	3.0	5.0	5.0	6.0	4.0	4.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008855	exodeoxyribonuclease VII activity	molecular_function	25.503246261001156	25.821671173117302	26.00605385732417	25.871983622143993	24.49977396487929	25.16865955819237	26.12299587173461	25.26430587931866	25.64753067052875	26.086972675016103	13.0	11.0	10.0	9.0	12.0	10.0	10.0	11.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008859	exoribonuclease II activity	molecular_function	29.956400632886464	29.808701475273473	30.42039394029311	29.890383155178924	29.749840597654448	29.632258138938106	29.68214283069828	29.936557294845315	30.033871344036022	29.52661841309821	53.0	58.0	47.0	52.0	59.0	52.0	53.0	50.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008861	formate C-acetyltransferase activity	molecular_function	30.930909695344837	30.91690630938016	30.959836619603987	30.86166858280043	31.095750746547758	30.78780015420618	31.00633300753605	30.796769797675626	30.842094695454186	31.009771361102253	41.0	42.0	42.0	40.0	46.0	43.0	43.0	40.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008863	formate dehydrogenase (NAD+) activity	molecular_function	28.18325363530463	28.135065580262193	28.145079226088225	28.49696790349025	27.635624069006777	28.3195325745939	28.359156375442705	27.956370056753908	27.48124413497717	28.527782067757897	38.0	41.0	35.0	38.0	41.0	33.0	37.0	40.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008864	formyltetrahydrofolate deformylase activity	molecular_function	26.110283367658493	26.31306672038659	26.28982086113179	26.321950260419644	25.627471282131427	26.101415893151458	26.21884873876222	26.598383516558037	26.113801096099515	26.27439140817574	8.0	8.0	7.0	8.0	7.0	8.0	8.0	8.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008865	fructokinase activity	molecular_function	25.998016845819958	26.06818571610386	25.903704006161064	26.360583179174185	25.337639099354437	26.193185689887756	26.206586541078096	25.748089087851803	26.093918194548074	26.17962171476026	12.0	12.0	9.0	11.0	11.0	9.0	12.0	11.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008866	fructuronate reductase activity	molecular_function	27.109152361760774	27.20883142629263	27.013321891811962	27.06663663975715	26.99015799073714	27.338711883339833	27.390785231421518	27.485296464574013	26.318348442717447	27.365776661871237	15.0	15.0	13.0	14.0	15.0	11.0	12.0	13.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008867	galactarate dehydratase activity	molecular_function	20.4368174377476	21.02445733240526	20.076183774532055	20.595583080887604	20.262857996977775	20.72185187355643	21.663867422451716	20.48092969843948	20.44772514040451	21.143130562584794	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008869	galactonate dehydratase activity	molecular_function	21.86073508274117	21.99300030214885	20.381911111495427	22.205806494190035	NA	22.315968902593625	22.782306300764883	21.30961509919809	20.9724553332505	22.20229714540759	1.0	2.0	NA	2.0	2.0	2.0	1.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008870	galactoside O-acetyltransferase activity	molecular_function	25.46284964911001	25.56839207305557	25.064116929395748	25.530626545613455	24.176316769719453	26.29751258755953	25.547972653912666	24.508555597361525	24.713285257509323	26.555016455793215	7.0	8.0	3.0	7.0	8.0	7.0	6.0	6.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008872	glucarate dehydratase activity	molecular_function	23.49098285040724	23.871929351915323	23.672524526788774	23.951513933368844	22.92391428828926	23.195624089494213	24.037941991726495	24.10657876709759	23.326103885940793	23.895435331068303	6.0	7.0	5.0	7.0	8.0	8.0	7.0	8.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008874	gluconate 5-dehydrogenase activity	molecular_function	24.790234443868925	22.630062394367126	20.714549621717662	26.453996162729645	24.19507413258812	21.6098370985674	NA	NA	22.207353950586008	22.956573554161086	1.0	1.0	1.0	1.0	NA	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008875	gluconate dehydrogenase activity	molecular_function	24.790234443868925	22.630062394367126	20.714549621717662	26.453996162729645	24.19507413258812	21.6098370985674	NA	NA	22.207353950586008	22.956573554161086	1.0	1.0	1.0	1.0	NA	NA	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	1.0	1.0
GO:0008876	quinoprotein glucose dehydrogenase activity	molecular_function	25.211793910157343	25.255574278646012	25.282785486910946	25.36844537653275	24.91417263985998	25.24216099114165	25.50342907605423	25.249718680455494	24.821021619380613	25.362173548092898	10.0	13.0	11.0	12.0	14.0	13.0	13.0	14.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008877	glucose-1-phosphatase activity	molecular_function	30.323659697788845	30.258791802074846	30.372340075701054	30.215773184680796	30.35000759711017	30.351244600892215	30.344693071892905	30.192395079930293	30.00840024255265	30.451567883580836	16.0	17.0	16.0	17.0	17.0	16.0	18.0	16.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008878	glucose-1-phosphate adenylyltransferase activity	molecular_function	27.049726859861973	26.942129747067362	27.022125749475123	26.97746328564202	26.50210581774818	27.518214210342556	27.161252030260854	26.76638231346497	26.79590823190649	27.008462971844597	14.0	14.0	11.0	15.0	15.0	13.0	12.0	13.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008879	glucose-1-phosphate thymidylyltransferase activity	molecular_function	28.48268514987632	28.442192471178856	28.643417858919356	28.70819825225586	27.702580429872455	28.659809159195202	28.844538881099194	27.190422144442522	28.446239890271592	28.77057204357742	17.0	19.0	13.0	20.0	20.0	14.0	18.0	19.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008880	glucuronate isomerase activity	molecular_function	26.86596590956305	26.970761917201358	26.66966020876097	27.09344571384985	26.617683586359536	27.02240295295099	27.216426312896793	26.704086034087855	27.091204191096985	26.81243027096019	17.0	21.0	14.0	18.0	21.0	19.0	18.0	18.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008881	glutamate racemase activity	molecular_function	23.881457853110835	23.61279544544038	24.264093755226213	24.22600438249034	22.557817345077066	23.9198954704522	24.18386557272194	23.05887967610838	23.163070427860312	23.751640956600383	5.0	6.0	4.0	6.0	6.0	5.0	5.0	5.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008882	[glutamate-ammonia-ligase] adenylyltransferase activity	molecular_function	24.46933219063976	24.128688139985123	24.288877222284274	24.848401443603482	23.895971394246587	24.664709209642886	24.315055015628737	24.224283662395624	23.814531085210135	24.113136414581533	8.0	10.0	5.0	9.0	8.0	7.0	6.0	6.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008883	glutamyl-tRNA reductase activity	molecular_function	23.43627448509778	25.117132743613638	22.806863325617858	23.384240946974415	23.798233128619714	23.578772273016973	24.147354843433913	26.63168691906898	23.253057240528847	23.6335954701751	3.0	3.0	2.0	1.0	3.0	2.0	3.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008884	glutathionylspermidine amidase activity	molecular_function	22.98039176105457	23.095495500072303	22.229378585179894	23.316559460624106	22.351519914058045	23.562208839123972	22.719538921026047	22.455904528279376	23.782109630212453	23.06341522845121	3.0	5.0	2.0	6.0	3.0	3.0	5.0	4.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008885	glutathionylspermidine synthase activity	molecular_function	25.93944404076339	25.694830102475304	25.98679033475729	26.031372410638628	24.905755503666942	26.43757650230994	25.99023414684902	25.14750012724175	26.018362269370513	25.438294052285922	9.0	14.0	8.0	15.0	11.0	8.0	12.0	9.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008887	glycerate kinase activity	molecular_function	22.75270610769159	22.076436624829814	22.952881879460257	23.002268219907695	22.85768990568282	21.98372838558299	22.74336700163043	21.47319111770657	21.836844989470446	21.93569427664899	3.0	5.0	3.0	5.0	4.0	3.0	3.0	4.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008888	glycerol dehydrogenase [NAD+] activity	molecular_function	25.841219657203595	25.901902523266937	25.8936426334591	26.32144199192943	25.480059103253105	25.50022760663252	26.332989736632868	25.41422751180595	25.773872714935365	25.935409414231177	8.0	9.0	7.0	8.0	8.0	7.0	8.0	10.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008889	glycerophosphodiester phosphodiesterase activity	molecular_function	31.267699244083175	31.300356922673426	31.282098013672744	31.236263329116515	31.35782722443009	31.18922544161213	31.288458825816235	31.475172705610856	31.26469974119654	31.15444149026831	25.0	26.0	25.0	25.0	25.0	26.0	25.0	26.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008890	glycine C-acetyltransferase activity	molecular_function	29.736411686496204	29.707104952241515	29.572440289571123	29.626399374947926	29.995432454942037	29.7134189661052	29.807887055180586	30.14466032390266	29.438412495710015	29.279056088459427	17.0	18.0	18.0	18.0	18.0	18.0	18.0	18.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008892	guanine deaminase activity	molecular_function	21.501815056081995	20.997328512872105	22.008307690824303	21.869039296590497	20.52761219552282	21.144318670728204	21.884156905164204	19.409015743085078	21.346976321239655	20.119229114218186	1.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008893	guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity	molecular_function	26.040479177666132	26.33001474547829	26.21144496033736	26.321896940913486	25.789845106483313	25.75113247576852	27.166820673162174	26.179941465052444	25.800358573748728	25.640317835536866	16.0	22.0	17.0	17.0	21.0	23.0	21.0	18.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008894	guanosine-5'-triphosphate,3'-diphosphate diphosphatase activity	molecular_function	24.04796047820611	24.034064394624572	24.319363345812416	24.371712803662884	23.344439570963157	23.939170870405647	24.266663170841532	23.45225331447619	23.996066739404412	24.276417029332006	6.0	7.0	4.0	6.0	7.0	5.0	7.0	7.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008897	holo-[acyl-carrier-protein] synthase activity	molecular_function	20.290817956882947	19.98547732467072	20.964618382191112	20.624163569980897	NA	17.50293594857702	20.57171499855621	NA	18.981645028577436	NA	1.0	1.0	NA	1.0	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008899	homoserine O-succinyltransferase activity	molecular_function	27.109145458765152	26.48715042043727	27.893470979529457	27.057572903363187	26.329677389302148	26.655602850116722	26.790171012377016	26.339451614969693	26.19644586477419	26.552148203239835	6.0	6.0	6.0	6.0	6.0	6.0	6.0	5.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008901	ferredoxin hydrogenase activity	molecular_function	23.504151318958915	23.902187657375055	22.914175200678542	23.86001734074366	23.096540813270863	23.88490467772398	23.942692782789706	23.531928686006907	24.54862882863747	23.241508361441742	4.0	9.0	4.0	5.0	9.0	5.0	10.0	5.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008902	hydroxymethylpyrimidine kinase activity	molecular_function	21.3042639382998	20.61828139938757	21.753841820602663	21.17828014538246	21.332450188370423	20.786081815089723	20.315423537774347	20.819984098852903	20.619691481063747	20.67253569206074	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008905	mannose-phosphate guanylyltransferase activity	molecular_function	19.944784417032587	20.49546500269721	19.50452015436212	20.328615053440625	19.4904843111033	20.2414878755927	20.987313359773477	19.39474836549963	20.465192395349888	20.694882380033466	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0008906	inosine kinase activity	molecular_function	23.478505623671914	23.144749343327792	23.83995093923164	23.520997914829305	23.23672676713768	23.22644178613043	23.398910162607546	23.160363041827388	22.482806133740773	23.364398525503837	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008907	integrase activity	molecular_function	23.236185920977743	23.977029519142672	22.37714142453687	22.53189910425945	24.052627695547354	23.339017908397903	24.586453148521425	23.58326806482448	24.09946761990434	23.29811468416714	2.0	2.0	2.0	2.0	3.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0008908	isochorismatase activity	molecular_function	23.506587520820503	23.15133800996919	23.703085372335085	23.686398359566663	22.765490426781078	23.67403172872694	23.154129853302372	22.16051653715768	23.792248349172286	23.055238582073564	5.0	5.0	3.0	4.0	5.0	2.0	4.0	4.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008909	isochorismate synthase activity	molecular_function	24.676631664793295	24.84586350105586	24.341674228905365	23.89295889195462	25.135064360501907	25.00116359563643	25.273557398972326	24.50490642811961	25.10643192967982	24.262595657759213	6.0	6.0	6.0	7.0	7.0	6.0	6.0	5.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008911	lactaldehyde dehydrogenase activity	molecular_function	32.318475699915275	32.24847606124001	32.30179883297013	32.3873972239657	32.289314258006506	32.29310919742629	32.33700589296292	32.40861114144184	32.027954581983785	32.1911849698705	49.0	52.0	47.0	52.0	53.0	44.0	48.0	47.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008912	lactaldehyde reductase activity	molecular_function	26.985566925607614	27.207221096017914	26.522004712096717	26.719311177703432	27.51936811256828	26.979195232093154	27.667181314311545	26.461647136883975	26.675116349171883	27.62570302644519	9.0	12.0	10.0	13.0	13.0	10.0	12.0	12.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008913	lauroyltransferase activity	molecular_function	23.319008343038796	23.054781186117474	23.331440971014484	23.225605207454674	22.970127352146573	23.662522011299316	23.211238206749996	23.093633877353735	22.800345577427585	23.083126521241486	4.0	5.0	3.0	6.0	4.0	4.0	5.0	4.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008914	leucyltransferase activity	molecular_function	20.818583368853947	20.486601479594277	21.13506226858034	20.95636036698161	20.353002739835564	20.7143890844519	20.753471935259515	NA	20.158900117166038	NA	1.0	1.0	1.0	1.0	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008915	lipid-A-disaccharide synthase activity	molecular_function	23.13715515697822	23.177175833098556	23.537363751728922	23.735328806040364	22.164577051868484	22.530917743967674	23.77061297976048	22.386582566983414	23.596505012072	22.380692493648397	5.0	6.0	2.0	3.0	6.0	3.0	5.0	4.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008917	lipopolysaccharide N-acetylglucosaminyltransferase activity	molecular_function	24.053728440493824	25.03292616210916	24.09535367849536	23.45562760370379	21.932905016625867	25.11044280666986	23.262828149337757	25.203114649624695	25.323174294430682	25.475211632296876	5.0	4.0	2.0	4.0	4.0	4.0	4.0	4.0	NA	NA	NA	NA	NA	NA	NA	NA
GO:0008918	lipopolysaccharide 3-alpha-galactosyltransferase activity	molecular_function	21.37313098360908	19.90743914482326	19.164938199556524	21.661231084747833	22.017045847197625	NA	19.605624164852408	19.626937059732366	20.95480569368815	18.164259282527272	1.0	2.0	2.0	NA	1.0	1.0	2.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA
