id	name	namespace	log2fc_WS_over_NS	corrected_p
GO:0043412	macromolecule modification	biological_process	0.730777950328022	0.00691085602609396
GO:0006811	ion transport	biological_process	0.731724051208996	0.00116552120905074
GO:0009245	lipid A biosynthetic process	biological_process	0.733092450530243	0.0430929685104523
GO:0006643	membrane lipid metabolic process	biological_process	0.735587598778608	0.0430929685104523
GO:0006664	glycolipid metabolic process	biological_process	0.735587598778608	0.0430929685104523
GO:0050661	NADP binding	molecular_function	0.736347495115766	0.00226962648510339
GO:0090407	organophosphate biosynthetic process	biological_process	0.738522865410211	0.000994107434538868
GO:0009260	ribonucleotide biosynthetic process	biological_process	0.742722655607292	0.000648372570666835
GO:0016805	dipeptidase activity	molecular_function	0.748423134251517	0.010994483948432
GO:1901360	organic cyclic compound metabolic process	biological_process	0.750366822372406	0.000700695943222678
GO:0046390	ribose phosphate biosynthetic process	biological_process	0.750726664503112	0.000648372570666835
GO:0018130	heterocycle biosynthetic process	biological_process	0.751223754005231	0.000648372570666835
GO:0006725	cellular aromatic compound metabolic process	biological_process	0.75179689904737	0.000648372570666835
GO:1901362	organic cyclic compound biosynthetic process	biological_process	0.752362607832971	0.000648372570666835
GO:0047451	3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity	molecular_function	0.753331945900701	0.0337946694375303
GO:0016877	ligase activity, forming carbon-sulfur bonds	molecular_function	0.754067398071488	0.0222917713223281
GO:0051187	cofactor catabolic process	biological_process	0.754642876716982	0.0337946694375303
GO:0001123	transcription initiation from bacterial-type RNA polymerase promoter	biological_process	0.756340394719597	0.00604526818234147
GO:0006164	purine nucleotide biosynthetic process	biological_process	0.764202547405404	0.000700695943222678
GO:0022607	cellular component assembly	biological_process	0.767314601791931	0.00139905212247735
GO:0009167	purine ribonucleoside monophosphate metabolic process	biological_process	0.770554128811725	0.000700695943222678
GO:0009126	purine nucleoside monophosphate metabolic process	biological_process	0.77073834064063	0.000700695943222678
GO:0009168	purine ribonucleoside monophosphate biosynthetic process	biological_process	0.771106819844594	0.000700695943222678
GO:0019438	aromatic compound biosynthetic process	biological_process	0.772812477225656	0.000549814523926751
GO:0046483	heterocycle metabolic process	biological_process	0.772820837580092	0.000648372570666835
GO:0019693	ribose phosphate metabolic process	biological_process	0.772920771110229	0.000700695943222678
GO:0009259	ribonucleotide metabolic process	biological_process	0.774292372235895	0.000700695943222678
GO:1901293	nucleoside phosphate biosynthetic process	biological_process	0.775370783918493	0.000648372570666835
GO:0016668	oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor	molecular_function	0.777526856179875	0.0169073840300135
GO:0071806	protein transmembrane transport	biological_process	0.777903230639438	0.00513492886604168
GO:0009089	lysine biosynthetic process via diaminopimelate	biological_process	0.778416935757122	0.010994483948432
GO:0002161	aminoacyl-tRNA editing activity	molecular_function	0.778459141487389	0.00316335177973848
GO:0052689	carboxylic ester hydrolase activity	molecular_function	0.778815379711894	0.00316335177973848
GO:0006427	histidyl-tRNA aminoacylation	biological_process	0.78212376714502	0.0126928119751561
GO:0009152	purine ribonucleotide biosynthetic process	biological_process	0.782163559619963	0.000648372570666835
GO:0004813	alanine-tRNA ligase activity	molecular_function	0.784600749396361	0.0147821985410162
GO:0070626	(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity	molecular_function	0.786777598492346	0.00793157185129575
GO:0009165	nucleotide biosynthetic process	biological_process	0.789180122041582	0.000648372570666835
GO:0006223	uracil salvage	biological_process	0.78991797254043	0.00513492886604168
GO:1901137	carbohydrate derivative biosynthetic process	biological_process	0.794327597733279	0.000509964303303526
GO:0006163	purine nucleotide metabolic process	biological_process	0.795920099124974	0.000700695943222678
GO:0015969	guanosine tetraphosphate metabolic process	biological_process	0.796046416773393	0.0382842030814765
GO:0042026	protein refolding	biological_process	0.800034089335103	0.00316335177973848
GO:0019637	organophosphate metabolic process	biological_process	0.803334982626431	0.000648372570666835
GO:0034622	cellular protein-containing complex assembly	biological_process	0.805505492464658	0.00139905212247735
GO:0009150	purine ribonucleotide metabolic process	biological_process	0.806563964549468	0.000648372570666835
GO:0055085	transmembrane transport	biological_process	0.806839504911856	0.000509964303303526
GO:0006793	phosphorus metabolic process	biological_process	0.808311652903839	0.000648372570666835
GO:0034654	nucleobase-containing compound biosynthetic process	biological_process	0.809803900662651	0.000549814523926751
GO:1901135	carbohydrate derivative metabolic process	biological_process	0.810173303634997	0.000549814523926751
GO:0006796	phosphate-containing compound metabolic process	biological_process	0.814660540411985	0.000648372570666835
GO:1901136	carbohydrate derivative catabolic process	biological_process	0.818275732626685	0.00937786982476395
GO:0006753	nucleoside phosphate metabolic process	biological_process	0.825071520033731	0.000648372570666835
GO:0044205	'de novo' UMP biosynthetic process	biological_process	0.825099953039498	0.0193703825122098
GO:0006139	nucleobase-containing compound metabolic process	biological_process	0.826233886140443	0.000615989094755088
GO:0009117	nucleotide metabolic process	biological_process	0.827614191487505	0.000648372570666835
GO:0055086	nucleobase-containing small molecule metabolic process	biological_process	0.830125489057536	0.000648372570666835
GO:0009889	regulation of biosynthetic process	biological_process	0.832802682532702	0.000509964303303526
GO:0010556	regulation of macromolecule biosynthetic process	biological_process	0.843186871159947	0.000509964303303526
GO:0008270	zinc ion binding	molecular_function	0.847533936424274	0.00513492886604168
GO:0044210	'de novo' CTP biosynthetic process	biological_process	0.849447564681892	0.0037265988146589
GO:0031326	regulation of cellular biosynthetic process	biological_process	0.854999908749484	0.000509964303303526
GO:0072330	monocarboxylic acid biosynthetic process	biological_process	0.857432977161999	0.00139905212247735
GO:0016868	intramolecular transferase activity, phosphotransferases	molecular_function	0.861848466809572	0.00164570167486831
GO:0006188	IMP biosynthetic process	biological_process	0.862161937855419	0.00793157185129575
GO:0042777	plasma membrane ATP synthesis coupled proton transport	biological_process	0.862331685894411	0.000549814523926751
GO:0009264	deoxyribonucleotide catabolic process	biological_process	0.863790256395248	0.0169073840300135
GO:0016878	acid-thiol ligase activity	molecular_function	0.866158153997855	0.0258776866229412
GO:0019277	UDP-N-acetylgalactosamine biosynthetic process	biological_process	0.869929851848905	0.0413122970375614
GO:0009084	glutamine family amino acid biosynthetic process	biological_process	0.870595296449014	0.0169073840300135
GO:0001510	RNA methylation	biological_process	0.878751361175933	0.0382842030814765
GO:0034220	ion transmembrane transport	biological_process	0.880893166070813	0.000615989094755088
GO:1902600	proton transmembrane transport	biological_process	0.883333180304209	0.000648372570666835
GO:0033365	protein localization to organelle	biological_process	0.889816409636374	0.0413122970375614
GO:0009891	positive regulation of biosynthetic process	biological_process	0.893109981796094	0.0037265988146589
GO:0031328	positive regulation of cellular biosynthetic process	biological_process	0.893109981796094	0.0037265988146589
GO:0098660	inorganic ion transmembrane transport	biological_process	0.900931793668505	0.000615989094755088
GO:0016832	aldehyde-lyase activity	molecular_function	0.906857773344154	0.00793157185129575
GO:0043101	purine-containing compound salvage	biological_process	0.914184466495286	0.000700695943222678
GO:0019512	lactose catabolic process via tagatose-6-phosphate	biological_process	0.917518874490749	0.0490180531003602
GO:0042278	purine nucleoside metabolic process	biological_process	0.919178504462934	0.000509964303303526
GO:0042219	cellular modified amino acid catabolic process	biological_process	0.922653833261467	0.0195823662370464
GO:0030145	manganese ion binding	molecular_function	0.925562768102449	0.0037265988146589
GO:0004371	glycerone kinase activity	molecular_function	0.925623108870646	0.00270995236456651
GO:0004518	nuclease activity	molecular_function	0.929240564944035	0.0169073840300135
GO:0097056	selenocysteinyl-tRNA(Sec) biosynthetic process	biological_process	0.931158888195501	0.00116552120905074
GO:0008879	glucose-1-phosphate thymidylyltransferase activity	molecular_function	0.932629023358622	0.0193703825122098
GO:0006865	amino acid transport	biological_process	0.933127410631457	0.0296764743763403
GO:0005215	transporter activity	molecular_function	0.936250957740452	0.000509964303303526
GO:0072523	purine-containing compound catabolic process	biological_process	0.937557331910646	0.032128390884613
GO:0019829	cation-transporting ATPase activity	molecular_function	0.939104711573822	0.000509964303303526
GO:0009986	cell surface	cellular_component	0.939123178559022	0.000823616858462386
GO:0022857	transmembrane transporter activity	molecular_function	0.939156616097616	0.000509964303303526
GO:0006090	pyruvate metabolic process	biological_process	0.94461265707654	0.000700695943222678
GO:0004497	monooxygenase activity	molecular_function	0.950201388360863	0.00691085602609396
GO:0016052	carbohydrate catabolic process	biological_process	0.954595834260139	0.00226962648510339
GO:0006424	glutamyl-tRNA aminoacylation	biological_process	0.956350162689034	0.000700695943222678
GO:0045226	extracellular polysaccharide biosynthetic process	biological_process	0.960763355053125	0.010994483948432
GO:0022804	active transmembrane transporter activity	molecular_function	0.968584290773801	0.000509964303303526
GO:0016758	transferase activity, transferring hexosyl groups	molecular_function	0.969902552139693	0.0044246754350769
GO:0008324	cation transmembrane transporter activity	molecular_function	0.971784748536447	0.000509964303303526
GO:0042625	ATPase coupled ion transmembrane transporter activity	molecular_function	0.973997921493215	0.000509964303303526
GO:0006428	isoleucyl-tRNA aminoacylation	biological_process	0.975379323092056	0.00513492886604168
GO:0016646	oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor	molecular_function	0.97593302604124	0.0044246754350769
GO:0016260	selenocysteine biosynthetic process	biological_process	0.980142022768064	0.000700695943222678
GO:0006396	RNA processing	biological_process	0.980435835766574	0.000509964303303526
GO:1901068	guanosine-containing compound metabolic process	biological_process	0.987351711459738	0.000509964303303526
GO:1901070	guanosine-containing compound biosynthetic process	biological_process	0.990163325059498	0.000509964303303526
GO:0044283	small molecule biosynthetic process	biological_process	0.995233237072302	0.000823616858462386
GO:0008658	penicillin binding	molecular_function	0.995387890941622	0.0296764743763403
GO:0016798	hydrolase activity, acting on glycosyl bonds	molecular_function	0.997848017949156	0.0222917713223281
GO:0046349	amino sugar biosynthetic process	biological_process	1.00129974806488	0.0126928119751561
GO:0046933	proton-transporting ATP synthase activity, rotational mechanism	molecular_function	1.0116908207086	0.000509964303303526
GO:0007059	chromosome segregation	biological_process	1.01494840237507	0.0147821985410162
GO:0015405	P-P-bond-hydrolysis-driven transmembrane transporter activity	molecular_function	1.01751160802723	0.000509964303303526
GO:0022890	inorganic cation transmembrane transporter activity	molecular_function	1.02078370604498	0.000509964303303526
GO:0090529	cell septum assembly	biological_process	1.02136948224197	0.000700695943222678
GO:0042626	ATPase activity, coupled to transmembrane movement of substances	molecular_function	1.02161903431129	0.000509964303303526
GO:0015075	ion transmembrane transporter activity	molecular_function	1.02351181737756	0.000509964303303526
GO:0004516	nicotinate phosphoribosyltransferase activity	molecular_function	1.02870442588534	0.00116552120905074
GO:0006015	5-phosphoribose 1-diphosphate biosynthetic process	biological_process	1.03654845571695	0.00192447208815589
GO:0009116	nucleoside metabolic process	biological_process	1.03787472609167	0.000509964303303526
GO:0042623	ATPase activity, coupled	molecular_function	1.04367704925632	0.000509964303303526
GO:0071265	L-methionine biosynthetic process	biological_process	1.04370033961073	0.0382842030814765
GO:0045261	proton-transporting ATP synthase complex, catalytic core F(1)	cellular_component	1.04377986848011	0.000615989094755088
GO:0046394	carboxylic acid biosynthetic process	biological_process	1.04882707770332	0.000994107434538868
GO:0015078	proton transmembrane transporter activity	molecular_function	1.05120748364167	0.000509964303303526
GO:0051258	protein polymerization	biological_process	1.05289374302848	0.000994107434538868
GO:0006432	phenylalanyl-tRNA aminoacylation	biological_process	1.05341980662373	0.00226962648510339
GO:0046451	diaminopimelate metabolic process	biological_process	1.05907030613976	0.00226962648510339
GO:0009142	nucleoside triphosphate biosynthetic process	biological_process	1.0591483527827	0.000648372570666835
GO:0015077	monovalent inorganic cation transmembrane transporter activity	molecular_function	1.06075858093501	0.000509964303303526
GO:0002949	tRNA threonylcarbamoyladenosine modification	biological_process	1.06096604843201	0.0425398025665777
GO:0009201	ribonucleoside triphosphate biosynthetic process	biological_process	1.06117913171699	0.000648372570666835
GO:0008080	N-acetyltransferase activity	molecular_function	1.06118014312924	0.00937786982476395
GO:0016053	organic acid biosynthetic process	biological_process	1.06547322327645	0.000823616858462386
GO:0000105	histidine biosynthetic process	biological_process	1.06563306845594	0.0272529758733492
GO:0006464	cellular protein modification process	biological_process	1.06921225090923	0.00270995236456651
GO:0006177	GMP biosynthetic process	biological_process	1.0696405647625	0.000509964303303526
GO:0009141	nucleoside triphosphate metabolic process	biological_process	1.07527472634905	0.000648372570666835
GO:0072594	establishment of protein localization to organelle	biological_process	1.07540239867269	0.0272529758733492
GO:0006098	pentose-phosphate shunt	biological_process	1.07661022229259	0.00270995236456651
GO:0009206	purine ribonucleoside triphosphate biosynthetic process	biological_process	1.08060270291454	0.000648372570666835
GO:0009199	ribonucleoside triphosphate metabolic process	biological_process	1.0816725010086	0.000648372570666835
GO:0034655	nucleobase-containing compound catabolic process	biological_process	1.08202614519037	0.000994107434538868
GO:0046128	purine ribonucleoside metabolic process	biological_process	1.08429453502362	0.000509964303303526
GO:0006754	ATP biosynthetic process	biological_process	1.08558546513816	0.000648372570666835
GO:1901657	glycosyl compound metabolic process	biological_process	1.08686252315452	0.000509964303303526
GO:0004619	phosphoglycerate mutase activity	molecular_function	1.08772671009316	0.00226962648510339
GO:0019219	regulation of nucleobase-containing compound metabolic process	biological_process	1.09090957549647	0.000509964303303526
GO:0009311	oligosaccharide metabolic process	biological_process	1.0919254339182	0.0193703825122098
GO:0009144	purine nucleoside triphosphate metabolic process	biological_process	1.09873623563493	0.000700695943222678
GO:0004970	ionotropic glutamate receptor activity	molecular_function	1.09976014397069	0.0382842030814765
GO:0022834	ligand-gated channel activity	molecular_function	1.09976014397069	0.0382842030814765
GO:0004477	methenyltetrahydrofolate cyclohydrolase activity	molecular_function	1.1007521236135	0.0296764743763403
GO:0004462	lactoylglutathione lyase activity	molecular_function	1.10134832651264	0.0169073840300135
GO:0018580	nitronate monooxygenase activity	molecular_function	1.10175891479049	0.0044246754350769
GO:0009205	purine ribonucleoside triphosphate metabolic process	biological_process	1.10458654539408	0.000700695943222678
GO:0044208	'de novo' AMP biosynthetic process	biological_process	1.10718734798014	0.000823616858462386
GO:0140096	catalytic activity, acting on a protein	molecular_function	1.107733861393	0.000549814523926751
GO:0022402	cell cycle process	biological_process	1.11017739912488	0.000648372570666835
GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system	biological_process	1.11724552013214	0.00226962648510339
GO:0019510	S-adenosylhomocysteine catabolic process	biological_process	1.11829555035693	0.0113815566599031
GO:0015318	inorganic molecular entity transmembrane transporter activity	molecular_function	1.12124630899458	0.000509964303303526
GO:0046034	ATP metabolic process	biological_process	1.12173439547009	0.000700695943222678
GO:0004019	adenylosuccinate synthase activity	molecular_function	1.12290881390412	0.00691085602609396
GO:0046538	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity	molecular_function	1.12290919997074	0.00270995236456651
GO:0005576	extracellular region	cellular_component	1.12399000949277	0.000648372570666835
GO:0032502	developmental process	biological_process	1.12408831251698	0.00513492886604168
GO:0022836	gated channel activity	molecular_function	1.12459392149134	0.0337946694375303
GO:0009119	ribonucleoside metabolic process	biological_process	1.13510762713845	0.000509964303303526
GO:0046496	nicotinamide nucleotide metabolic process	biological_process	1.13534209264239	0.000700695943222678
GO:0046434	organophosphate catabolic process	biological_process	1.13792335586646	0.00116552120905074
GO:0050044	galactose-6-phosphate isomerase activity	molecular_function	1.13856427319862	0.0413122970375614
GO:0009166	nucleotide catabolic process	biological_process	1.14187111945888	0.000823616858462386
GO:1901292	nucleoside phosphate catabolic process	biological_process	1.14426567300816	0.000823616858462386
GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	1.1457335180149	0.0193703825122098
GO:0072524	pyridine-containing compound metabolic process	biological_process	1.14765942558031	0.000700695943222678
GO:0050193	phosphoketolase activity	molecular_function	1.15229844633881	0.0230469486823711
GO:0016072	rRNA metabolic process	biological_process	1.15321451246649	0.000509964303303526
GO:0019359	nicotinamide nucleotide biosynthetic process	biological_process	1.15614842808435	0.000700695943222678
GO:0019362	pyridine nucleotide metabolic process	biological_process	1.15730162198523	0.000700695943222678
GO:0072525	pyridine-containing compound biosynthetic process	biological_process	1.15733214287202	0.000700695943222678
GO:0004332	fructose-bisphosphate aldolase activity	molecular_function	1.16261764632236	0.00316335177973848
GO:0019363	pyridine nucleotide biosynthetic process	biological_process	1.17224672272518	0.000700695943222678
GO:0006096	glycolytic process	biological_process	1.17387078970874	0.000700695943222678
GO:0046031	ADP metabolic process	biological_process	1.17420396544416	0.000700695943222678
GO:0009179	purine ribonucleoside diphosphate metabolic process	biological_process	1.17453678734388	0.000700695943222678
GO:0009135	purine nucleoside diphosphate metabolic process	biological_process	1.17486925598009	0.000700695943222678
GO:0009185	ribonucleoside diphosphate metabolic process	biological_process	1.17486925598009	0.000700695943222678
GO:0009132	nucleoside diphosphate metabolic process	biological_process	1.17502019838554	0.000700695943222678
GO:0006433	prolyl-tRNA aminoacylation	biological_process	1.17572100797586	0.000615989094755088
GO:0043093	FtsZ-dependent cytokinesis	biological_process	1.17645901151998	0.000648372570666835
GO:0003938	IMP dehydrogenase activity	molecular_function	1.17752589207497	0.000509964303303526
GO:0034404	nucleobase-containing small molecule biosynthetic process	biological_process	1.18096309890932	0.000509964303303526
GO:0006044	N-acetylglucosamine metabolic process	biological_process	1.18147161523812	0.00164570167486831
GO:0102009	proline dipeptidase activity	molecular_function	1.18421292788059	0.0258776866229412
GO:0101030	tRNA-guanine transglycosylation	biological_process	1.19507978494516	0.00793157185129575
GO:0015662	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	molecular_function	1.19634799759611	0.0044246754350769
GO:0006364	rRNA processing	biological_process	1.20432899586374	0.000509964303303526
GO:0009067	aspartate family amino acid biosynthetic process	biological_process	1.21844577794132	0.00139905212247735
GO:0032153	cell division site	cellular_component	1.22885962193816	0.000615989094755088
GO:0046129	purine ribonucleoside biosynthetic process	biological_process	1.23392153264753	0.000509964303303526
GO:0005515	protein binding	molecular_function	1.23605723753151	0.00116552120905074
GO:0042455	ribonucleoside biosynthetic process	biological_process	1.24677275999259	0.000509964303303526
GO:0051252	regulation of RNA metabolic process	biological_process	1.24802755522128	0.000509964303303526
GO:0044429	mitochondrial part	cellular_component	1.2491361625304	0.0296764743763403
GO:0038023	signaling receptor activity	molecular_function	1.24966281867054	0.0126928119751561
GO:0004645	phosphorylase activity	molecular_function	1.25527032784831	0.00513492886604168
GO:0004674	protein serine/threonine kinase activity	molecular_function	1.27168084393404	0.00139905212247735
GO:0050567	glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity	molecular_function	1.27851026971635	0.000509964303303526
GO:0030488	tRNA methylation	biological_process	1.28245092533184	0.0363667579668978
GO:0004356	glutamate-ammonia ligase activity	molecular_function	1.28941459963827	0.0208139462951202
GO:2001141	regulation of RNA biosynthetic process	biological_process	1.29338273955671	0.000509964303303526
GO:0102132	3-oxo-pimeloyl-[acp] methyl ester reductase activity	molecular_function	1.3022935686371	0.00192447208815589
GO:0005984	disaccharide metabolic process	biological_process	1.30525313375187	0.0126928119751561
GO:0009898	cytoplasmic side of plasma membrane	cellular_component	1.31601917642273	0.00139905212247735
GO:0009163	nucleoside biosynthetic process	biological_process	1.31623888986498	0.000509964303303526
GO:0016884	carbon-nitrogen ligase activity, with glutamine as amido-N-donor	molecular_function	1.32542450372965	0.000509964303303526
GO:0051082	unfolded protein binding	molecular_function	1.33246578855811	0.00116552120905074
GO:0042440	pigment metabolic process	biological_process	1.33579999539193	0.000549814523926751
GO:0019521	D-gluconate metabolic process	biological_process	1.33582106091986	0.00116552120905074
GO:0044445	cytosolic part	cellular_component	1.33654863794659	0.000615989094755088
GO:1903506	regulation of nucleic acid-templated transcription	biological_process	1.34075548561407	0.000509964303303526
GO:0008238	exopeptidase activity	molecular_function	1.34493831968872	0.000615989094755088
GO:0000270	peptidoglycan metabolic process	biological_process	1.34531386980925	0.000509964303303526
GO:0003922	GMP synthase (glutamine-hydrolyzing) activity	molecular_function	1.34949590129648	0.00270995236456651
GO:0006457	protein folding	biological_process	1.37795670123582	0.00116552120905074
GO:0016433	rRNA (adenine) methyltransferase activity	molecular_function	1.37850244740861	0.0044246754350769
GO:0004170	dUTP diphosphatase activity	molecular_function	1.3851596357151	0.00691085602609396
GO:0008794	arsenate reductase (glutaredoxin) activity	molecular_function	1.38678373539545	0.010994483948432
GO:0004396	hexokinase activity	molecular_function	1.39422362865895	0.00793157185129575
GO:0006419	alanyl-tRNA aminoacylation	biological_process	1.39966192963674	0.000994107434538868
GO:0030203	glycosaminoglycan metabolic process	biological_process	1.40363170039467	0.000509964303303526
GO:0004748	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor	molecular_function	1.40417728455751	0.000549814523926751
GO:0019877	diaminopimelate biosynthetic process	biological_process	1.40841673232306	0.00164570167486831
GO:0019200	carbohydrate kinase activity	molecular_function	1.41250024601084	0.000509964303303526
GO:1901607	alpha-amino acid biosynthetic process	biological_process	1.42056955012089	0.000509964303303526
GO:0047429	nucleoside-triphosphate diphosphatase activity	molecular_function	1.42170516554829	0.0037265988146589
GO:0030163	protein catabolic process	biological_process	1.42356299063566	0.000509964303303526
GO:0006022	aminoglycan metabolic process	biological_process	1.42404261734336	0.000509964303303526
GO:0008408	3'-5' exonuclease activity	molecular_function	1.42461399009953	0.00192447208815589
GO:0008276	protein methyltransferase activity	molecular_function	1.42750463131492	0.00226962648510339
GO:0046148	pigment biosynthetic process	biological_process	1.42872185919764	0.000648372570666835
GO:0009252	peptidoglycan biosynthetic process	biological_process	1.4294538488362	0.000509964303303526
GO:0004888	transmembrane signaling receptor activity	molecular_function	1.4297007123036	0.00691085602609396
GO:0004340	glucokinase activity	molecular_function	1.43215621870596	0.00793157185129575
GO:0009024	tagatose-6-phosphate kinase activity	molecular_function	1.44227040246463	0.0044246754350769
GO:0008649	rRNA methyltransferase activity	molecular_function	1.45070141699231	0.000994107434538868
GO:0004672	protein kinase activity	molecular_function	1.45488640234668	0.000549814523926751
GO:0000155	phosphorelay sensor kinase activity	molecular_function	1.45937153758172	0.0177859666468652
GO:0008360	regulation of cell shape	biological_process	1.46473205199067	0.000509964303303526
GO:2001059	D-tagatose 6-phosphate catabolic process	biological_process	1.47283466531156	0.0044246754350769
GO:0004222	metalloendopeptidase activity	molecular_function	1.48431286730268	0.000509964303303526
GO:0034470	ncRNA processing	biological_process	1.48736419770873	0.000509964303303526
GO:0048869	cellular developmental process	biological_process	1.48825054717304	0.00226962648510339
GO:0009113	purine nucleobase biosynthetic process	biological_process	1.48996067326772	0.000994107434538868
GO:0030388	fructose 1,6-bisphosphate metabolic process	biological_process	1.49213029891315	0.00116552120905074
GO:0016722	oxidoreductase activity, oxidizing metal ions	molecular_function	1.50384381414394	0.0193703825122098
GO:0042083	5,10-methylenetetrahydrofolate-dependent methyltransferase activity	molecular_function	1.51968341758556	0.00495757257545857
GO:0019358	nicotinate nucleotide salvage	biological_process	1.52197201465372	0.000509964303303526
GO:0008171	O-methyltransferase activity	molecular_function	1.53248790545707	0.000700695943222678
GO:0006355	regulation of transcription, DNA-templated	biological_process	1.53450548955702	0.000509964303303526
GO:0004177	aminopeptidase activity	molecular_function	1.53495341155296	0.000509964303303526
GO:0004073	aspartate-semialdehyde dehydrogenase activity	molecular_function	1.54337543431156	0.00495757257545857
GO:0015623	iron-chelate-transporting ATPase activity	molecular_function	1.563002671415	0.00793157185129575
GO:0008616	queuosine biosynthetic process	biological_process	1.57126350901366	0.000549814523926751
GO:0015291	secondary active transmembrane transporter activity	molecular_function	1.58965467566544	0.000648372570666835
GO:0006353	DNA-templated transcription, termination	biological_process	1.59033053112589	0.000549814523926751
GO:0006144	purine nucleobase metabolic process	biological_process	1.59550625949809	0.000615989094755088
GO:0009088	threonine biosynthetic process	biological_process	1.597367310091	0.00116552120905074
GO:0008965	phosphoenolpyruvate-protein phosphotransferase activity	molecular_function	1.59909363171042	0.000509964303303526
GO:0016775	phosphotransferase activity, nitrogenous group as acceptor	molecular_function	1.60110309781132	0.000509964303303526
GO:0008652	cellular amino acid biosynthetic process	biological_process	1.60228890789806	0.000509964303303526
GO:0003872	6-phosphofructokinase activity	molecular_function	1.60488989660679	0.000509964303303526
GO:0051128	regulation of cellular component organization	biological_process	1.60986495579772	0.000509964303303526
GO:0044428	nuclear part	cellular_component	1.61169635243096	0.00513492886604168
GO:0008448	N-acetylglucosamine-6-phosphate deacetylase activity	molecular_function	1.63607777342376	0.00164570167486831
GO:0052654	L-leucine transaminase activity	molecular_function	1.64256969317822	0.00192447208815589
GO:0052655	L-valine transaminase activity	molecular_function	1.64256969317822	0.00192447208815589
GO:0052656	L-isoleucine transaminase activity	molecular_function	1.64256969317822	0.00192447208815589
GO:0070181	small ribosomal subunit rRNA binding	molecular_function	1.65815564113924	0.000509964303303526
GO:0042274	ribosomal small subunit biogenesis	biological_process	1.66329036997711	0.000549814523926751
GO:0008173	RNA methyltransferase activity	molecular_function	1.66441953467879	0.000509964303303526
GO:0016149	translation release factor activity, codon specific	molecular_function	1.67144355728941	0.000509964303303526
GO:0008033	tRNA processing	biological_process	1.68563949121656	0.000509964303303526
GO:0030956	glutamyl-tRNA(Gln) amidotransferase complex	cellular_component	1.68980112302215	0.000509964303303526
GO:0016728	oxidoreductase activity, acting on CH or CH2 groups, disulfide as acceptor	molecular_function	1.69863979891994	0.000509964303303526
GO:0015698	inorganic anion transport	biological_process	1.7016238637622	0.0181814025807582
GO:0070013	intracellular organelle lumen	cellular_component	1.71656034698673	0.0017224180636176
GO:0003977	UDP-N-acetylglucosamine diphosphorylase activity	molecular_function	1.73429727574895	0.00192447208815589
GO:0019134	glucosamine-1-phosphate N-acetyltransferase activity	molecular_function	1.7362916929641	0.00192447208815589
GO:0009451	RNA modification	biological_process	1.75439918329627	0.000615989094755088
GO:0004536	deoxyribonuclease activity	molecular_function	1.76229539592863	0.00204200421366
GO:0006002	fructose 6-phosphate metabolic process	biological_process	1.76986595801121	0.000509964303303526
GO:0004736	pyruvate carboxylase activity	molecular_function	1.78447458413423	0.00793157185129575
GO:0031564	transcription antitermination	biological_process	1.81150603025442	0.000509964303303526
GO:0033293	monocarboxylic acid binding	molecular_function	1.81994665088595	0.00226962648510339
GO:0003999	adenine phosphoribosyltransferase activity	molecular_function	1.82995607255173	0.0037265988146589
GO:0071555	cell wall organization	biological_process	1.83341102816084	0.000509964303303526
GO:0043244	regulation of protein complex disassembly	biological_process	1.86743890743115	0.000509964303303526
GO:0000015	phosphopyruvate hydratase complex	cellular_component	1.87392917182786	0.000509964303303526
GO:0006817	phosphate ion transport	biological_process	1.87441419648112	0.0126928119751561
GO:0019897	extrinsic component of plasma membrane	cellular_component	1.90297403450048	0.00116552120905074
GO:0006166	purine ribonucleoside salvage	biological_process	1.91458717852709	0.000509964303303526
GO:0016791	phosphatase activity	molecular_function	1.92956321951259	0.000549814523926751
GO:0004386	helicase activity	molecular_function	1.95244560400398	0.000509964303303526
GO:0008443	phosphofructokinase activity	molecular_function	1.95827257514836	0.000509964303303526
GO:0008312	7S RNA binding	molecular_function	1.96410569087579	0.000509964303303526
GO:0016435	rRNA (guanine) methyltransferase activity	molecular_function	1.98356184473005	0.000615989094755088
GO:0009331	glycerol-3-phosphate dehydrogenase complex	cellular_component	1.98832844259762	0.010994483948432
GO:0042180	cellular ketone metabolic process	biological_process	1.99010610094688	0.00316335177973848
GO:0006168	adenine salvage	biological_process	1.99152459638088	0.000549814523926751
GO:0000902	cell morphogenesis	biological_process	2.004061540187	0.00116552120905074
GO:0044036	cell wall macromolecule metabolic process	biological_process	2.02149169205631	0.000509964303303526
GO:0008170	N-methyltransferase activity	molecular_function	2.03151726430944	0.000509964303303526
GO:0019152	acetoin dehydrogenase activity	molecular_function	2.03200316445189	0.00270995236456651
