id	taxon_name	rank	NS_mean	WS_mean	X730NS	X730WS	X733NS	X733WS	X734NS	X734WS	X737NS	X737WS	X760NS	X760WS	X769NS	X769WS	X781NS	X781WS	X795NS	X795WS	X852NS	X852WS	X861NS	X861WS	X866NS	X866WS	X867NS	X867WS	X730NS_n_peptide	X730WS_n_peptide	X733NS_n_peptide	X733WS_n_peptide	X734NS_n_peptide	X734WS_n_peptide	X737NS_n_peptide	X737WS_n_peptide	X760NS_n_peptide	X760WS_n_peptide	X769NS_n_peptide	X769WS_n_peptide	X781NS_n_peptide	X781WS_n_peptide	X795NS_n_peptide	X795WS_n_peptide	X852NS_n_peptide	X852WS_n_peptide	X861NS_n_peptide	X861WS_n_peptide	X866NS_n_peptide	X866WS_n_peptide	X867NS_n_peptide	X867WS_n_peptide	X730NS_n_samp_children	X730WS_n_samp_children	X733NS_n_samp_children	X733WS_n_samp_children	X734NS_n_samp_children	X734WS_n_samp_children	X737NS_n_samp_children	X737WS_n_samp_children	X760NS_n_samp_children	X760WS_n_samp_children	X769NS_n_samp_children	X769WS_n_samp_children	X781NS_n_samp_children	X781WS_n_samp_children	X795NS_n_samp_children	X795WS_n_samp_children	X852NS_n_samp_children	X852WS_n_samp_children	X861NS_n_samp_children	X861WS_n_samp_children	X866NS_n_samp_children	X866WS_n_samp_children	X867NS_n_samp_children	X867WS_n_samp_children
2085	Mycoplasmatales	order	20.30339974667555	21.64887555888928	NA	18.35374948610199	NA	20.342294420728297	18.36173857711223	18.173061045538383	20.188318964876053	22.49961899376882	18.102421984981902	21.668658902358956	17.769703725842657	19.684786853727218	19.910641345831298	24.271033411849455	21.41979729289755	20.55816134593966	20.376687172142073	19.042813062013007	21.790610571045494	NA	20.727863311932282	17.147788832157666	18.560634862159993	20.636668222280097	NA	1.0	NA	3.0	3.0	3.0	6.0	3.0	3.0	3.0	1.0	3.0	2.0	2.0	4.0	5.0	4.0	4.0	1.0	NA	2.0	2.0	2.0	3.0	NA	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0
2092	Mycoplasmataceae	family	20.30339974667555	21.64887555888928	NA	18.35374948610199	NA	20.342294420728297	18.36173857711223	18.173061045538383	20.188318964876053	22.49961899376882	18.102421984981902	21.668658902358956	17.769703725842657	19.684786853727218	19.910641345831298	24.271033411849455	21.41979729289755	20.55816134593966	20.376687172142073	19.042813062013007	21.790610571045494	NA	20.727863311932282	17.147788832157666	18.560634862159993	20.636668222280097	NA	1.0	NA	3.0	3.0	3.0	6.0	3.0	3.0	3.0	1.0	3.0	2.0	2.0	4.0	5.0	4.0	4.0	1.0	NA	2.0	2.0	2.0	3.0	NA	1.0	NA	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0
2093	Mycoplasma	genus	20.17941561733913	21.64887555888928	NA	18.35374948610199	NA	20.342294420728297	17.23046386419823	18.173061045538383	19.755759004909702	22.49961899376882	18.102421984981902	21.668658902358956	17.769703725842657	19.684786853727218	19.910641345831298	24.271033411849455	21.41979729289755	20.55816134593966	19.588583226735995	19.042813062013007	21.790610571045494	NA	20.727863311932282	17.147788832157666	18.560634862159993	20.636668222280097	NA	1.0	NA	3.0	2.0	3.0	5.0	3.0	3.0	3.0	1.0	3.0	2.0	2.0	4.0	5.0	3.0	4.0	1.0	NA	2.0	2.0	2.0	3.0	NA	1.0	NA	3.0	1.0	3.0	2.0	2.0	2.0	2.0	NA	3.0	1.0	2.0	2.0	3.0	1.0	2.0	1.0	NA	NA	1.0	1.0	2.0
2097	Mycoplasma genitalium	species	17.859970298554927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.859970298554927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2098	Mycoplasma hominis	species	19.917678307367957	17.79144839752083	NA	NA	NA	16.358896713785104	NA	15.535510298201196	16.978532862732308	NA	15.762043822379558	11.106191234926644	NA	11.618586286204382	19.567702737953198	NA	18.468168557575943	14.089621681330287	NA	11.506519947268611	21.790610571045494	NA	NA	NA	NA	20.448382362403855	NA	NA	NA	1.0	NA	1.0	1.0	NA	1.0	1.0	NA	1.0	1.0	NA	1.0	1.0	NA	1.0	1.0	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2104	Mycoplasma pneumoniae	species	20.828003507272797	22.046648371347395	NA	NA	NA	18.675097437420405	NA	16.033709955125577	NA	22.418056892016267	NA	21.65755462124121	NA	16.928414715768415	NA	24.231306126884615	20.828003507272797	20.079121187657645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	1.0	NA	1.0	NA	1.0	NA	1.0	1.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2115	Mycoplasma fermentans	species	15.856405643401462	18.617555939716755	NA	18.35374948610199	NA	19.657077024479502	12.210882078439758	17.465412427405393	15.351858536659272	18.314306455487774	16.87130580348384	NA	NA	19.447387695953505	NA	19.068722988596736	NA	18.675872783426264	NA	18.56436217696922	NA	NA	NA	16.33530406492399	16.11274937871817	17.605779219295457	NA	1.0	NA	1.0	1.0	1.0	1.0	2.0	1.0	NA	NA	1.0	NA	1.0	NA	2.0	NA	2.0	NA	NA	NA	1.0	1.0	2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2146	Acholeplasmataceae	family	18.521628115613833	21.678776014220354	NA	NA	18.825522314332353	18.87268982839427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.136155030883565	22.571763168978844	NA	NA	NA	NA	NA	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	1.0	NA	NA	NA	NA
2158	Methanobacteriales	order	20.839974853733096	15.79608463244194	NA	12.924369858745905	15.56154406025578	NA	NA	17.555679281714998	14.784755405502056	NA	NA	NA	12.947179728547919	NA	20.728910041401146	NA	23.280821026654376	NA	20.649616302232364	NA	19.95065410953512	NA	18.39168228045153	14.519350780381863	NA	11.844146368808264	NA	1.0	1.0	NA	NA	2.0	2.0	NA	NA	NA	1.0	NA	3.0	NA	2.0	NA	2.0	NA	2.0	NA	1.0	1.0	NA	1.0	NA	1.0	1.0	NA	NA	1.0	1.0	NA	NA	NA	1.0	NA	1.0	NA	1.0	NA	1.0	NA	1.0	NA	1.0	1.0	NA	1.0
2159	Methanobacteriaceae	family	20.839974853733096	15.79608463244194	NA	12.924369858745905	15.56154406025578	NA	NA	17.555679281714998	14.784755405502056	NA	NA	NA	12.947179728547919	NA	20.728910041401146	NA	23.280821026654376	NA	20.649616302232364	NA	19.95065410953512	NA	18.39168228045153	14.519350780381863	NA	11.844146368808264	NA	1.0	1.0	NA	NA	2.0	2.0	NA	NA	NA	1.0	NA	3.0	NA	2.0	NA	2.0	NA	2.0	NA	1.0	1.0	NA	1.0	NA	1.0	1.0	NA	NA	1.0	1.0	NA	NA	NA	1.0	NA	1.0	NA	1.0	NA	1.0	NA	1.0	NA	1.0	1.0	NA	NA
2172	Methanobrevibacter	genus	20.839974853733096	16.187626112277268	NA	12.924369858745905	15.56154406025578	NA	NA	17.555679281714998	14.784755405502056	NA	NA	NA	12.947179728547919	NA	20.728910041401146	NA	23.280821026654376	NA	20.649616302232364	NA	19.95065410953512	NA	18.39168228045153	14.519350780381863	NA	NA	NA	1.0	1.0	NA	NA	2.0	2.0	NA	NA	NA	1.0	NA	3.0	NA	2.0	NA	2.0	NA	2.0	NA	1.0	1.0	NA	NA	NA	NA	1.0	NA	NA	1.0	1.0	NA	NA	NA	1.0	NA	1.0	NA	1.0	NA	1.0	NA	1.0	NA	NA	1.0	NA	NA
2266	Thermoproteales	order	NA	18.1785889901235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.1785889901235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0
2267	Thermoproteaceae	family	NA	18.1785889901235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.1785889901235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0
2276	Pyrobaculum	genus	NA	18.1785889901235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.1785889901235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0
2281	Sulfolobales	order	17.679493017600592	NA	NA	NA	NA	NA	NA	NA	17.679493017600592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2325	Thermoanaerobacter kivui	species	19.362607640868585	NA	NA	NA	NA	NA	NA	NA	20.195290830684517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.17164560124654	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2357	Desulfomonile	genus	17.377251317254927	15.103542828890998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.377251317254927	15.103542828890998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	1.0	NA	NA	NA	NA
2358	Desulfomonile tiedjei	species	17.377251317254927	15.103542828890998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.377251317254927	15.103542828890998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2383	Epulopiscium	genus	18.342614870575133	20.18718684744394	NA	NA	18.09089627653985	20.18718684744394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.556869881516988	NA	NA	NA	NA	NA	NA	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2701	Gardnerella	genus	18.80636509815407	19.36440903962868	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.36440903962868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.80636509815407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA
2702	Gardnerella vaginalis	species	18.80636509815407	19.36440903962868	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.36440903962868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.80636509815407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2706	Citrus	genus	NA	16.771258065747865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.771258065747865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0
2717	Cardiobacterium	genus	22.971021277211875	20.63304645520205	19.657207886761302	19.41449003717759	19.739105383598176	18.430095431172443	23.11647776647238	12.454998483951133	17.59021617942	19.721694942644284	21.92018635556866	19.141818044018198	21.464698966605074	20.688941524065324	19.283114283371006	22.51598376097539	22.011179839848374	19.417802740243566	25.86301354587129	20.119267036173397	19.091462979795168	NA	21.590577375587536	19.13894798978399	23.416242671340303	22.33277635933418	1.0	1.0	5.0	2.0	2.0	1.0	1.0	1.0	3.0	4.0	3.0	3.0	5.0	3.0	2.0	2.0	1.0	2.0	5.0	NA	3.0	2.0	4.0	3.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	NA	2.0	1.0	2.0	1.0
2718	Cardiobacterium hominis	species	22.947862077915122	20.643630039975385	19.657207886761302	NA	14.764350284010089	17.934355842330326	23.094736612164784	NA	17.59021617942	19.721694942644284	21.916208185563242	19.103421126554764	21.451093321770713	14.65667228715071	18.836362891021025	22.22555524911279	21.974792243545632	19.417802740243566	25.86301354587129	18.971494448231248	18.972137935118962	NA	21.53385061117348	NA	23.402194508901616	22.33277635933418	1.0	NA	1.0	1.0	1.0	NA	1.0	1.0	2.0	3.0	2.0	2.0	3.0	2.0	1.0	2.0	1.0	1.0	3.0	NA	2.0	NA	2.0	3.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2747	Carnobacterium	genus	17.494557000209966	19.645156233722943	16.520831080165436	NA	18.070654054567864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.657420829505913	NA	NA	NA	NA	NA	NA	NA	20.22600725626087	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	1.0
2751	Carnobacterium maltaromaticum	species	16.520831080165436	19.645156233722943	16.520831080165436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.657420829505913	NA	NA	NA	NA	NA	NA	NA	20.22600725626087	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2806	Florideophyceae	class	22.705899294151784	20.073814629561195	NA	NA	NA	NA	17.430745168645302	NA	24.225275377684408	NA	21.018045729523088	NA	NA	NA	23.139167618981634	20.073814629561195	20.61927053136963	NA	NA	NA	NA	NA	22.612804632265483	NA	23.055138245321157	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	1.0	NA	NA	NA	1.0	1.0	1.0	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	1.0	NA	NA	NA	1.0	1.0	1.0	NA	NA	NA	NA	NA	1.0	NA	1.0	NA
2807	Nemaliales	order	22.705899294151784	20.073814629561195	NA	NA	NA	NA	17.430745168645302	NA	24.225275377684408	NA	21.018045729523088	NA	NA	NA	23.139167618981634	20.073814629561195	20.61927053136963	NA	NA	NA	NA	NA	22.612804632265483	NA	23.055138245321157	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	1.0	NA	NA	NA	1.0	1.0	1.0	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	1.0	NA	NA	NA	1.0	1.0	1.0	NA	NA	NA	NA	NA	1.0	NA	1.0	NA
2870	Phaeophyceae	class	NA	17.516574556002894	NA	NA	NA	NA	NA	15.264702769629377	NA	16.032106848871567	NA	NA	NA	NA	NA	NA	NA	16.655451778911644	NA	16.782896353870996	NA	NA	NA	17.521799727498347	NA	19.229014956282455	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	1.0	NA	2.0	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	1.0	NA	2.0
2877	Ectocarpales	order	NA	19.01787078428152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.01787078428152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0
2878	Ectocarpaceae	family	NA	19.01787078428152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.01787078428152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0
2879	Ectocarpus	genus	NA	19.01787078428152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.01787078428152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0
2880	Ectocarpus siliculosus	species	NA	19.01787078428152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.01787078428152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3009	Fucales	order	NA	16.595653580386706	NA	NA	NA	NA	NA	15.264702769629377	NA	16.032106848871567	NA	NA	NA	NA	NA	NA	NA	16.655451778911644	NA	16.782896353870996	NA	NA	NA	17.521799727498347	NA	16.352264173784047	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	1.0	NA	1.0
3014	Sargassaceae	family	NA	16.595653580386706	NA	NA	NA	NA	NA	15.264702769629377	NA	16.032106848871567	NA	NA	NA	NA	NA	NA	NA	16.655451778911644	NA	16.782896353870996	NA	NA	NA	17.521799727498347	NA	16.352264173784047	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	1.0	NA	1.0
3015	Sargassum	genus	NA	16.595653580386706	NA	NA	NA	NA	NA	15.264702769629377	NA	16.032106848871567	NA	NA	NA	NA	NA	NA	NA	16.655451778911644	NA	16.782896353870996	NA	NA	NA	17.521799727498347	NA	16.352264173784047	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	1.0	NA	1.0
3041	Chlorophyta	phylum	21.49165233358821	18.834680554362674	NA	NA	21.49165233358821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.991507417096336	NA	NA	NA	19.7304841130385	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	1.0	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0
3131	Codiaceae	family	21.49165233358821	NA	NA	NA	21.49165233358821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3132	Codium	genus	21.49165233358821	NA	NA	NA	21.49165233358821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4447	Liliopsida	class	20.551765007438995	20.669104133534077	21.149028800473	NA	NA	NA	NA	NA	NA	17.845929716183075	19.514218994978563	22.571577606668452	NA	NA	NA	NA	NA	16.931787135634064	NA	NA	NA	NA	NA	NA	NA	16.201024977043314	1.0	NA	NA	NA	NA	NA	NA	1.0	1.0	2.0	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	1.0	1.0	2.0	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	1.0
4479	Poaceae	family	20.551765007438995	22.444413389839028	21.149028800473	NA	NA	NA	NA	NA	NA	NA	19.514218994978563	22.444413389839028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4564	Triticum	genus	20.551765007438995	22.444413389839028	21.149028800473	NA	NA	NA	NA	NA	NA	NA	19.514218994978563	22.444413389839028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4572	Triticum urartu	species	20.551765007438995	22.444413389839028	21.149028800473	NA	NA	NA	NA	NA	NA	NA	19.514218994978563	22.444413389839028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	1.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4747	Orchidaceae	family	NA	17.8754627829109	NA	NA	NA	NA	NA	NA	NA	17.845929716183075	NA	19.00446079229158	NA	NA	NA	NA	NA	16.931787135634064	NA	NA	NA	NA	NA	NA	NA	16.201024977043314	NA	NA	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	1.0	NA	1.0	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	1.0
4890	Ascomycota	phylum	16.076794127932533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.076794127932533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4891	Saccharomycetes	class	16.076794127932533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.076794127932533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
