id	name	namespace	NS_mean	WS_mean	X737NS	X737WS	X852NS	X852WS	X867NS	X867WS	X737NS_n_peptide	X737WS_n_peptide	X852NS_n_peptide	X852WS_n_peptide	X867NS_n_peptide	X867WS_n_peptide	X737NS_n_samp_children	X737WS_n_samp_children	X852NS_n_samp_children	X852WS_n_samp_children	X867NS_n_samp_children	X867WS_n_samp_children
GO:0005576	extracellular region	cellular_component	25.325515825173063	26.689932228574772	24.925923014514854	26.687249993443054	24.793944053511606	27.326072466594834	25.95790239179331	25.530510197347823	11.0	11.0	9.0	12.0	11.0	8.0	NA	NA	NA	NA	NA	NA
GO:0005615	extracellular space	cellular_component	19.93224140211545	20.19239363542335	19.44206312969849	20.745471510377747	20.307536446585008	20.461504045464753	19.91913734151914	18.582942132691088	2.0	2.0	1.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA
GO:0005618	cell wall	cellular_component	25.935117033472494	27.920134923667977	25.334503082415132	27.613344544963578	26.15145446231702	28.215088823716894	26.172370303118267	27.86831097470694	4.0	7.0	3.0	7.0	6.0	5.0	NA	1.0	NA	1.0	1.0	1.0
GO:0005622	intracellular	cellular_component	26.421671227998214	26.609354025482045	26.318613218732413	25.908546306342732	26.473161629925205	26.49560176360953	26.467963408667835	27.155906348423706	24.0	22.0	24.0	26.0	28.0	22.0	NA	NA	NA	NA	NA	NA
GO:0005623	cell	cellular_component	24.2050263938744	25.365556788293077	23.288282462437426	25.327451442879756	25.191088356054017	25.218258360612268	23.174483810604332	25.533078036651244	8.0	12.0	14.0	16.0	12.0	13.0	NA	NA	NA	NA	NA	NA
GO:0005694	chromosome	cellular_component	19.478865817991323	22.001511480696248	19.540149037907096	21.84469662958224	19.560193945766777	21.47166752909047	19.324640912169865	22.497582188814757	3.0	4.0	5.0	4.0	4.0	4.0	NA	NA	NA	NA	NA	NA
GO:0005737	cytoplasm	cellular_component	29.000048485484083	29.71036849706795	28.951289314551943	29.407738474366145	28.8846740770058	30.02975330365263	29.150724909633176	29.6232921380938	173.0	192.0	223.0	241.0	213.0	186.0	NA	NA	NA	NA	NA	NA
GO:0005739	mitochondrion	cellular_component	25.517237277360056	25.200789008320648	24.060366915304773	25.097323747192153	25.66697458304481	25.36316901736346	26.127323128641258	25.12690013370438	4.0	5.0	5.0	5.0	4.0	4.0	NA	NA	NA	NA	NA	NA
GO:0005761	mitochondrial ribosome	cellular_component	19.97487234145296	21.36137094287567	19.513876765635974	21.457438051736773	20.509525122103117	19.78309200557105	19.69720156348773	22.036069442183326	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA
GO:0005794	Golgi apparatus	cellular_component	20.009970281484488	20.413344682391415	19.10077276768948	20.940904555556887	20.512562185458588	20.37742655716563	20.081406519149347	19.635160253645967	2.0	2.0	2.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA
GO:0005796	Golgi lumen	cellular_component	17.923414747690877	18.713800430114773	18.473013280268063	18.925292670137882	17.596373714955995	17.91627144275357	17.48735745950673	19.054967603461662	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA
GO:0005829	cytosol	cellular_component	26.909870204837734	27.111481338395738	26.930672958608564	26.437632967258637	26.768583433328367	27.57436157568869	27.019252281708987	27.104071241688548	30.0	32.0	40.0	45.0	40.0	35.0	NA	NA	NA	NA	NA	NA
GO:0005840	ribosome	cellular_component	28.18281590582677	28.973307445177866	28.313772247916383	28.71676194912423	28.0018940955252	29.036438067869902	28.215398498089	29.134459548410423	81.0	83.0	88.0	94.0	88.0	81.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0005856	cytoskeleton	cellular_component	18.730639966399618	21.500196826777138	NA	20.91421406459332	18.471445025505343	21.581974459031528	18.950283643338196	21.851240913561096	NA	3.0	3.0	3.0	2.0	3.0	NA	1.0	1.0	1.0	1.0	1.0
GO:0005882	intermediate filament	cellular_component	18.71423436046836	17.9463483420792	17.822232855425355	17.738850060395933	18.41771660331577	18.769965187049696	19.43400368663769	16.48885357307721	1.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	NA
GO:0005886	plasma membrane	cellular_component	25.374784242386966	26.628810528001083	25.680696391989503	26.47338999481575	24.768340667895874	26.758373268795847	25.521421454359697	26.640545593260075	28.0	40.0	38.0	48.0	35.0	41.0	1.0	1.0	1.0	1.0	1.0	NA
GO:0005887	integral component of plasma membrane	cellular_component	22.644741034649464	23.659816511757697	22.843970786367805	23.306564379814027	22.33134489148587	23.569479854086627	22.711236196893484	24.013567737540424	4.0	3.0	5.0	4.0	4.0	3.0	NA	NA	NA	NA	NA	NA
GO:0005940	septin ring	cellular_component	18.730639966399618	21.500196826777138	NA	20.91421406459332	18.471445025505343	21.581974459031528	18.950283643338196	21.851240913561096	NA	3.0	3.0	3.0	2.0	3.0	NA	NA	NA	NA	NA	NA
GO:0005975	carbohydrate metabolic process	biological_process	28.93854272647077	30.00331609873	28.82537594862155	29.748317858337003	28.589033510580993	30.250075210683608	29.306576341064762	29.9674902105869	139.0	190.0	208.0	205.0	196.0	189.0	6.0	6.0	6.0	6.0	6.0	6.0
GO:0005976	polysaccharide metabolic process	biological_process	24.558514579952593	25.536621363852937	23.61904604796914	25.267200840091665	24.356963873701773	25.959182125839153	25.244642798004833	25.2678790256034	15.0	35.0	38.0	32.0	36.0	35.0	4.0	4.0	4.0	4.0	4.0	4.0
GO:0005977	glycogen metabolic process	biological_process	21.76733713121154	22.52233256424882	20.98377306508239	21.814105193351047	21.191016306809633	23.202832581712002	22.573370904659058	22.173525539597783	2.0	4.0	5.0	4.0	5.0	4.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0005978	glycogen biosynthetic process	biological_process	20.75268051127287	21.619208180921984	19.85909975246711	21.470873800097515	20.511542092427565	21.925009441830234	21.44479174893149	21.404304123616097	1.0	3.0	3.0	2.0	3.0	3.0	NA	NA	NA	NA	NA	NA
GO:0005980	glycogen catabolic process	biological_process	20.781846347936277	21.41848057456651	20.098524248431413	19.574377361135554	19.778312964883728	22.4356963341649	21.691422409457086	20.898668002354782	1.0	1.0	2.0	2.0	2.0	1.0	NA	NA	NA	NA	NA	NA
GO:0005984	disaccharide metabolic process	biological_process	19.33318630820051	19.386633219116234	NA	20.11282915418009	19.33318630820051	18.947065098971727	NA	18.669661965119325	NA	2.0	2.0	2.0	NA	2.0	NA	2.0	2.0	2.0	NA	2.0
GO:0005988	lactose metabolic process	biological_process	18.33318630820051	18.386633219116234	NA	19.11282915418009	18.33318630820051	17.947065098971727	NA	17.669661965119325	NA	1.0	1.0	1.0	NA	1.0	NA	1.0	1.0	1.0	NA	1.0
GO:0005990	lactose catabolic process	biological_process	18.33318630820051	18.386633219116234	NA	19.11282915418009	18.33318630820051	17.947065098971727	NA	17.669661965119325	NA	1.0	1.0	1.0	NA	1.0	NA	1.0	1.0	1.0	NA	1.0
GO:0005996	monosaccharide metabolic process	biological_process	27.007899569071707	28.433001090041664	26.33180492578543	28.025257930713426	27.078344912232332	28.562497360596627	27.41291389689529	28.637500774345725	38.0	36.0	41.0	39.0	36.0	33.0	3.0	4.0	4.0	4.0	2.0	4.0
GO:0006002	fructose 6-phosphate metabolic process	biological_process	23.369545414230434	26.324782332516826	22.10932515430202	25.61164413345624	23.995296381595978	26.9762143196722	23.425443472077504	26.037213809429545	2.0	4.0	4.0	4.0	2.0	4.0	NA	NA	NA	NA	NA	NA
GO:0006004	fucose metabolic process	biological_process	19.94425566254654	17.8458176236209	NA	17.476508422122137	19.94425566254654	17.10958814168308	NA	18.54673729272214	NA	2.0	2.0	2.0	NA	2.0	NA	2.0	2.0	2.0	NA	2.0
GO:0006006	glucose metabolic process	biological_process	26.75875282106034	28.253659119711	25.875689575628396	27.8545180639043	26.91039480605152	28.427765539114798	27.188451295771632	28.408663517914263	18.0	14.0	16.0	15.0	17.0	13.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0006011	UDP-glucose metabolic process	biological_process	18.7337420162166	19.477721265435658	NA	17.673568581088137	19.022397060142275	20.254794446099908	18.372509108657933	NA	NA	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA
GO:0006012	galactose metabolic process	biological_process	17.532393199057633	20.184565979347582	NA	19.89690532717111	18.200114638104896	19.793750440433058	16.251139991981464	20.68849705831736	NA	2.0	1.0	2.0	1.0	2.0	NA	NA	NA	NA	NA	NA
GO:0006015	5-phosphoribose 1-diphosphate biosynthetic process	biological_process	23.097899334410986	22.310545016548588	23.72171927910503	21.468821356305725	22.360437115146787	23.45025539751694	22.879060298308527	20.243547157165292	4.0	2.0	6.0	6.0	6.0	3.0	NA	NA	NA	NA	NA	NA
GO:0006022	aminoglycan metabolic process	biological_process	21.524015064309143	21.110750483032838	21.723980425811444	20.714041461581388	21.60198983805934	21.74078856395251	21.19448192496427	20.581271990917273	6.0	3.0	6.0	6.0	3.0	3.0	3.0	2.0	3.0	3.0	2.0	2.0
GO:0006023	aminoglycan biosynthetic process	biological_process	19.13448087190713	17.002228286185623	19.33970324397354	NA	18.005316981607884	17.002228286185623	19.60951942424311	NA	1.0	NA	1.0	1.0	1.0	NA	1.0	NA	1.0	1.0	1.0	NA
GO:0006024	glycosaminoglycan biosynthetic process	biological_process	19.13448087190713	17.002228286185623	19.33970324397354	NA	18.005316981607884	17.002228286185623	19.60951942424311	NA	1.0	NA	1.0	1.0	1.0	NA	1.0	NA	1.0	1.0	1.0	NA
GO:0006026	aminoglycan catabolic process	biological_process	19.297903297030132	19.439631199489178	18.905835001519492	19.129078960860234	19.60587226191904	19.983847105017386	NA	18.996309490196115	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	NA	1.0
GO:0006027	glycosaminoglycan catabolic process	biological_process	19.297903297030132	19.439631199489178	18.905835001519492	19.129078960860234	19.60587226191904	19.983847105017386	NA	18.996309490196115	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0	NA	1.0
GO:0006040	amino sugar metabolic process	biological_process	18.99678102358636	18.84909129440635	NA	18.89168541171101	19.81824367265915	19.194934545021315	16.89396429085661	18.332749230991777	NA	1.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	1.0	1.0	1.0
GO:0006044	N-acetylglucosamine metabolic process	biological_process	18.99678102358636	18.84909129440635	NA	18.89168541171101	19.81824367265915	19.194934545021315	16.89396429085661	18.332749230991777	NA	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA
GO:0006066	alcohol metabolic process	biological_process	26.10022804050592	26.32542658604906	26.547793338977073	25.685536830454694	26.03154308989694	27.350116639188176	25.549670861985472	24.698226137993714	18.0	10.0	19.0	18.0	19.0	10.0	5.0	5.0	5.0	5.0	5.0	5.0
GO:0006071	glycerol metabolic process	biological_process	22.829865373225406	22.448847872276243	23.171380247664242	21.972725165768	21.647012060435195	22.830536159798775	23.19995615369823	22.417089450959285	4.0	3.0	4.0	4.0	5.0	3.0	1.0	NA	1.0	1.0	1.0	NA
GO:0006073	cellular glucan metabolic process	biological_process	22.347430617614677	23.140315027016175	21.528363158072253	22.652672781688757	21.89091683652782	23.70099900900417	23.11673408586054	22.839585865538638	3.0	7.0	8.0	6.0	8.0	7.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0006081	cellular aldehyde metabolic process	biological_process	23.945512278861848	24.769008618752064	23.414250921794693	24.900102952734255	24.476941540281036	24.541249204432017	23.73242661371252	24.840655722727565	6.0	10.0	13.0	12.0	11.0	8.0	1.0	3.0	3.0	3.0	3.0	1.0
GO:0006082	organic acid metabolic process	biological_process	31.778015738904962	32.05989196221839	31.908860936421725	31.702588790158533	31.250252679300957	32.50937616223738	32.05473348755923	31.83190531479061	755.0	730.0	1006.0	1061.0	872.0	697.0	3.0	3.0	3.0	3.0	3.0	3.0
GO:0006083	acetate metabolic process	biological_process	25.482403267889612	23.85893289297961	25.923874677761386	NA	23.18859526962067	23.85893289297961	26.006542034675956	NA	4.0	NA	4.0	4.0	4.0	NA	1.0	NA	1.0	1.0	1.0	NA
GO:0006084	acetyl-CoA metabolic process	biological_process	24.572162451095267	24.943982260286848	25.17393715500399	24.448830398165896	24.137880196649668	24.701201685899964	24.142345384658196	25.475449159923674	9.0	6.0	8.0	8.0	9.0	7.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0006085	acetyl-CoA biosynthetic process	biological_process	23.938406161552255	24.077806484856264	24.924987037905883	22.738631684323245	22.112215349022424	24.162382794533	23.497179993982538	24.704831504581147	6.0	4.0	5.0	5.0	6.0	5.0	NA	NA	NA	NA	NA	NA
GO:0006089	lactate metabolic process	biological_process	19.497511477913555	21.002588168892625	20.385402103711762	21.998152601995272	18.38109526465221	19.61912623622994	18.95860680019	20.31952547369882	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0006090	pyruvate metabolic process	biological_process	27.18916745875369	28.978622563069933	26.592643475985955	28.854592066269483	27.035854426416716	29.254179434836647	27.71470651774969	28.780887402624643	28.0	32.0	34.0	38.0	36.0	32.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0006091	generation of precursor metabolites and energy	biological_process	27.697412833684023	29.149656985613134	27.506348024904643	29.021380036853106	27.248253234158877	29.3317592134747	28.174128008882658	29.07647715382579	33.0	36.0	42.0	44.0	42.0	35.0	3.0	3.0	3.0	3.0	3.0	3.0
GO:0006094	gluconeogenesis	biological_process	23.269441136103204	24.201942965641752	23.429784865400535	23.688435396100054	22.563606928863717	23.977205820993245	23.613541001374784	24.731745773274255	9.0	7.0	9.0	8.0	9.0	6.0	NA	NA	NA	NA	NA	NA
GO:0006096	glycolytic process	biological_process	27.0668523379163	28.909528350851012	26.492073544606225	28.777268662006776	26.949140101943698	29.216767382410115	27.55943653334024	28.67550651697391	19.0	24.0	24.0	26.0	25.0	23.0	NA	NA	NA	NA	NA	NA
GO:0006098	pentose-phosphate shunt	biological_process	22.26710346770251	23.613202685920868	22.789505325093604	23.416488979792938	22.36637909989195	23.62820553452736	21.245064701168587	23.772845718010153	2.0	3.0	5.0	5.0	4.0	3.0	NA	NA	NA	NA	NA	NA
GO:0006099	tricarboxylic acid cycle	biological_process	24.97282180260005	23.48769489133773	24.039018667712355	22.838373365590375	25.11979169517696	22.54913158283947	25.426241351339094	24.367924097279403	6.0	8.0	4.0	5.0	7.0	6.0	NA	NA	NA	NA	NA	NA
GO:0006101	citrate metabolic process	biological_process	24.97282180260005	23.48769489133773	24.039018667712355	22.838373365590375	25.11979169517696	22.54913158283947	25.426241351339094	24.367924097279403	6.0	8.0	4.0	5.0	7.0	6.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0006106	fumarate metabolic process	biological_process	19.78309623584031	19.529145647721833	19.512694138926335	19.63111419237092	18.753924529607318	18.344025280886008	20.532347451811997	20.101526301512934	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA
GO:0006107	oxaloacetate metabolic process	biological_process	16.87707837332513	19.981934536625854	NA	19.902911874658173	NA	19.052183167024722	16.87707837332513	20.593911803148682	NA	1.0	NA	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA
GO:0006108	malate metabolic process	biological_process	24.154921128451864	22.301364681517832	21.35390925680758	20.486782691892397	24.53746450651149	21.614245682657266	24.789863127859352	23.368053556996234	2.0	2.0	1.0	1.0	2.0	2.0	NA	NA	NA	NA	NA	NA
GO:0006109	regulation of carbohydrate metabolic process	biological_process	18.75720740140073	22.273756730607587	18.900529812338675	20.76727617891958	19.00366089927471	21.60138158226296	18.261608175398518	23.288510773936938	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0006112	energy reserve metabolic process	biological_process	21.76733713121154	22.52233256424882	20.98377306508239	21.814105193351047	21.191016306809633	23.202832581712002	22.573370904659058	22.173525539597783	2.0	4.0	5.0	4.0	5.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0006113	fermentation	biological_process	25.482403267889612	23.85893289297961	25.923874677761386	NA	23.18859526962067	23.85893289297961	26.006542034675956	NA	4.0	NA	4.0	4.0	4.0	NA	1.0	NA	1.0	1.0	1.0	NA
GO:0006139	nucleobase-containing compound metabolic process	biological_process	32.861495807970186	34.579041947368864	32.55108498108114	34.46370218405236	32.67944116230282	34.861850871372575	33.25341871917226	34.3619099270082	1833.0	2360.0	2434.0	2661.0	2552.0	2258.0	4.0	4.0	4.0	4.0	4.0	4.0
GO:0006140	regulation of nucleotide metabolic process	biological_process	17.75720740140073	21.273756730607587	17.900529812338675	19.76727617891958	18.00366089927471	20.60138158226296	17.261608175398518	22.288510773936938	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0006144	purine nucleobase metabolic process	biological_process	24.851252953240945	22.229525234359258	25.29859823047328	19.50055349670585	24.76676775369605	23.59226563172467	24.322908846047714	20.379743795628823	4.0	1.0	4.0	5.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0006148	inosine catabolic process	biological_process	20.179910607940656	21.902415024130814	18.832735469673885	21.914492309192383	20.29757843001739	21.923459474393752	20.785840618773296	21.868697399972728	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA
GO:0006152	purine nucleoside catabolic process	biological_process	20.179910607940656	21.902415024130814	18.832735469673885	21.914492309192383	20.29757843001739	21.923459474393752	20.785840618773296	21.868697399972728	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0006163	purine nucleotide metabolic process	biological_process	29.659210277285286	31.40659221654757	29.368897175469808	31.287617470026685	29.455529384587305	31.682279646363327	30.053113140846055	31.203335158778938	175.0	215.0	227.0	241.0	237.0	208.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0006164	purine nucleotide biosynthetic process	biological_process	27.43013463494955	29.17376127395132	27.209074263443952	29.0679627286988	27.197174606178674	29.437023153341748	27.79882261313367	28.97371120071387	43.0	55.0	59.0	62.0	61.0	54.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0006165	nucleoside diphosphate phosphorylation	biological_process	27.0668523379163	28.909528350851012	26.492073544606225	28.777268662006776	26.949140101943698	29.216767382410115	27.55943653334024	28.67550651697391	19.0	24.0	24.0	26.0	25.0	23.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0006166	purine ribonucleoside salvage	biological_process	20.09213558784318	22.569470727127246	18.531723294462964	22.348184222950376	20.697654664153337	22.638520795858184	20.280434884244308	22.697993915799266	1.0	3.0	4.0	4.0	4.0	4.0	NA	NA	NA	NA	NA	NA
GO:0006167	AMP biosynthetic process	biological_process	21.93586684569319	19.89220420981236	22.28872542828817	19.17419477303451	21.02865195232787	20.369430097438894	22.186462207281128	NA	2.0	1.0	2.0	1.0	2.0	NA	1.0	1.0	1.0	1.0	1.0	NA
GO:0006177	GMP biosynthetic process	biological_process	19.922561098634176	22.36689719879558	18.40632642161634	22.182593371501245	20.55893102107378	23.00568819150832	20.054795466120623	21.53785429147874	2.0	4.0	3.0	3.0	3.0	4.0	NA	NA	NA	NA	NA	NA
GO:0006183	GTP biosynthetic process	biological_process	20.588930641238736	22.392654509160852	19.766833112162498	22.4753009297903	20.98900776114899	22.878982061442944	20.74571886085623	21.50413161868582	2.0	3.0	3.0	3.0	2.0	2.0	NA	NA	NA	NA	NA	NA
GO:0006188	IMP biosynthetic process	biological_process	20.990000605958592	22.580355872796723	20.7384327829874	22.348184222950376	20.736753972808124	22.669434248945603	21.391642783692767	22.697993915799266	2.0	3.0	5.0	5.0	5.0	4.0	2.0	1.0	2.0	2.0	2.0	1.0
GO:0006189	'de novo' IMP biosynthetic process	biological_process	19.88008036919453	17.109617374374363	20.38620256159074	NA	15.511769006041387	17.109617374374363	20.494888489534624	NA	1.0	NA	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA
GO:0006206	pyrimidine nucleobase metabolic process	biological_process	18.840320422214212	21.19988481654391	NA	20.055536487223808	NA	22.275076943055048	18.840320422214212	20.017437226620054	NA	3.0	NA	3.0	3.0	3.0	NA	2.0	NA	2.0	2.0	2.0
GO:0006213	pyrimidine nucleoside metabolic process	biological_process	21.675200278241935	22.537563086455446	22.23928017281836	22.112427691243983	21.54934576362394	22.865516166432865	20.950432984157292	NA	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA	NA
GO:0006220	pyrimidine nucleotide metabolic process	biological_process	23.732903560692804	24.70491371489109	23.019407847373902	24.985300020348983	23.359008568549083	24.874081226744458	24.427528006771446	24.10778971174182	18.0	24.0	15.0	27.0	27.0	18.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0006221	pyrimidine nucleotide biosynthetic process	biological_process	22.16404060218872	23.241736885362837	21.434445346652748	23.446911030095823	21.774046067827925	23.509513526480113	22.87226706631235	22.605128987192565	6.0	9.0	5.0	10.0	10.0	7.0	1.0	2.0	1.0	2.0	2.0	2.0
GO:0006222	UMP biosynthetic process	biological_process	20.51741299631271	19.714835175105875	19.16183122530118	18.470573986502654	17.00137046954619	20.83037033033155	21.851873645760246	18.432474725898896	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0
GO:0006223	uracil salvage	biological_process	17.255357921493058	19.614922315822756	NA	18.470573986502654	NA	20.690114442333893	17.255357921493058	18.432474725898896	NA	1.0	NA	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA
GO:0006228	UTP biosynthetic process	biological_process	20.47683942180867	21.623932597944705	19.766833112162498	22.142391569613185	20.720278080692708	21.573423291700912	20.74571886085623	20.891720626802808	2.0	2.0	2.0	2.0	2.0	1.0	NA	NA	NA	NA	NA	NA
GO:0006241	CTP biosynthetic process	biological_process	20.64074674172812	22.009009884034807	20.370347264951445	22.4464599847455	20.720278080692708	21.76871170457635	20.796800714715186	21.685676225227404	3.0	4.0	2.0	4.0	4.0	3.0	1.0	1.0	NA	1.0	1.0	1.0
GO:0006259	DNA metabolic process	biological_process	25.00579634828696	26.022685039089463	24.75370054026582	25.74257009838165	25.10130811697939	26.429739289583964	25.132610551934892	25.789066442254732	19.0	21.0	26.0	27.0	23.0	21.0	5.0	6.0	6.0	6.0	6.0	6.0
GO:0006260	DNA replication	biological_process	23.646917587424934	25.272954571251457	23.31627738141025	25.098238754601866	23.463385156830007	25.73499281831245	24.052117189959706	24.83185189651815	9.0	10.0	13.0	14.0	11.0	10.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0006261	DNA-dependent DNA replication	biological_process	22.97354013774098	25.029602091397297	22.08302562643577	24.802095368118458	22.98749925088732	25.465508385800117	23.510444086527542	24.69523124127896	2.0	5.0	5.0	5.0	4.0	5.0	NA	NA	NA	NA	NA	NA
GO:0006265	DNA topological change	biological_process	19.478865817991323	22.001511480696248	19.540149037907096	21.84469662958224	19.560193945766777	21.47166752909047	19.324640912169865	22.497582188814757	3.0	4.0	5.0	4.0	4.0	4.0	NA	NA	NA	NA	NA	NA
GO:0006281	DNA repair	biological_process	23.11467930459451	22.755865555152354	22.960696383729083	22.04173785353136	23.345640371815623	23.007210521416248	23.006281600326723	23.019032359114718	2.0	1.0	2.0	2.0	2.0	1.0	NA	NA	NA	NA	NA	NA
GO:0006304	DNA modification	biological_process	19.766012663037216	21.954493049157588	19.157027351358913	21.64363081639736	20.043463594006923	22.823824356658687	19.9452572846304	20.508440219604946	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
GO:0006305	DNA alkylation	biological_process	18.766012663037216	20.954493049157588	18.157027351358913	20.64363081639736	19.043463594006923	21.823824356658687	18.9452572846304	19.508440219604946	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0006306	DNA methylation	biological_process	18.766012663037216	20.954493049157588	18.157027351358913	20.64363081639736	19.043463594006923	21.823824356658687	18.9452572846304	19.508440219604946	1.0	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA
GO:0006310	DNA recombination	biological_process	23.161548905272657	23.290189017573805	22.99047112719614	22.615275234179975	23.414152780696206	23.53586062615163	23.041984729755942	23.53870656244642	3.0	3.0	3.0	4.0	3.0	3.0	NA	NA	NA	NA	NA	NA
GO:0006323	DNA packaging	biological_process	25.082194246677304	24.430015216490116	25.55824441022543	20.610897678918185	18.13685216674801	24.73728133241166	25.76112745671726	25.188566343512182	3.0	4.0	1.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0006351	transcription, DNA-templated	biological_process	24.62789074833979	25.9921465646958	24.372740852217703	25.8522770882548	24.71666458183078	26.473554152312506	24.763601572737937	25.46991423753567	27.0	32.0	35.0	39.0	35.0	33.0	NA	NA	NA	NA	NA	NA
GO:0006353	DNA-templated transcription, termination	biological_process	18.930159613292062	21.89557568254512	NA	21.9389861620128	19.82260264729334	22.17199274351477	16.131121723289656	21.49635867441792	NA	3.0	2.0	3.0	1.0	3.0	NA	NA	NA	NA	NA	NA
GO:0006354	DNA-templated transcription, elongation	biological_process	21.092831662787933	23.080032118996325	20.55073844025685	22.615879118611648	21.71926024707229	23.64478630304428	20.714801558899428	22.750814458359347	1.0	2.0	2.0	2.0	2.0	2.0	NA	NA	NA	NA	NA	NA
GO:0006355	regulation of transcription, DNA-templated	biological_process	22.489665833182627	23.942705019187137	22.541714735969546	24.018683820269047	22.777795043440975	24.381754353652703	22.05956107563288	23.18201354961195	5.0	13.0	13.0	14.0	8.0	12.0	1.0	2.0	3.0	3.0	3.0	2.0
GO:0006364	rRNA processing	biological_process	25.73030284670518	25.41068493147184	26.12282248562125	25.07565124833543	25.49188241711576	25.463533730840663	25.478151009618887	25.63709870442125	7.0	8.0	9.0	9.0	8.0	8.0	2.0	3.0	3.0	3.0	2.0	3.0
GO:0006396	RNA processing	biological_process	25.783285397851056	25.45739071554236	26.171559851128837	25.1167857991105	25.513345572652305	25.493318193686626	25.56874192019277	25.70236808239597	11.0	11.0	13.0	13.0	12.0	10.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0006399	tRNA metabolic process	biological_process	24.353899506294088	25.245866492082044	24.385179086129693	24.977373804273913	24.031095571791365	25.61168569423189	24.590933796927942	25.06340855579398	21.0	31.0	39.0	41.0	35.0	33.0	2.0	3.0	3.0	3.0	3.0	3.0
GO:0006400	tRNA modification	biological_process	18.9792865852547	19.938244776119618	NA	19.636375981019786	19.017162961959784	18.09809518472986	18.940388933094184	20.871444418325463	NA	1.0	1.0	1.0	1.0	1.0	NA	NA	NA	NA	NA	NA
GO:0006401	RNA catabolic process	biological_process	20.925984420055517	20.637283434235265	21.25966547570905	19.738634763976748	19.031259521997917	20.979269641383755	21.482634909250073	20.895634327523982	4.0	4.0	5.0	5.0	5.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0006402	mRNA catabolic process	biological_process	20.728823100083197	18.82069844482784	21.25966547570905	17.664611282025067	17.43086589345306	19.38481449676292	21.26840583015869	18.922067119554104	4.0	2.0	3.0	3.0	3.0	1.0	NA	NA	NA	NA	NA	NA
GO:0006412	translation	biological_process	28.48581798588059	29.137832498128617	28.592578292545983	28.80021030975265	28.270080870459925	29.269002855229743	28.57271920002484	29.292899986196325	108.0	109.0	118.0	126.0	117.0	106.0	1.0	1.0	1.0	1.0	1.0	1.0
GO:0006414	translational elongation	biological_process	25.24235444577273	25.034669391498504	24.57909204753769	25.05240945576654	25.236487061969743	25.313920976123036	25.69927614205806	24.66519124763758	5.0	4.0	6.0	6.0	5.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0
