id	name	namespace	ups1_mean	ups2_mean	ups1_amount_fmol	ups2_amount_fmol	ups1_amount_fmol_n_peptide	ups2_amount_fmol_n_peptide	ups1_amount_fmol_n_samp_children	ups2_amount_fmol_n_samp_children
GO:0005875	microtubule associated complex	cellular_component	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	NA	NA
GO:0005886	plasma membrane	cellular_component	15.988152097690541	16.812791503670528	15.988152097690541	16.812791503670528	13	13	NA	NA
GO:0005887	integral component of plasma membrane	cellular_component	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	NA	NA
GO:0005902	microvillus	cellular_component	12.287712379549449	15.609640474436812	12.287712379549449	15.609640474436812	1	1	NA	NA
GO:0005905	clathrin-coated pit	cellular_component	12.287712379549449	2.321928094887362	12.287712379549449	2.321928094887362	1	1	NA	NA
GO:0005912	adherens junction	cellular_component	14.609640474436812	13.295697199590128	14.609640474436812	13.295697199590128	5	5	1.0	1.0
GO:0005924	cell-substrate adherens junction	cellular_component	14.609640474436812	13.295697199590128	14.609640474436812	13.295697199590128	5	5	1.0	1.0
GO:0005925	focal adhesion	cellular_component	14.609640474436812	13.295697199590128	14.609640474436812	13.295697199590128	5	5	NA	NA
GO:0005975	carbohydrate metabolic process	biological_process	16.609640474436812	17.99396939637425	16.609640474436812	17.99396939637425	20	20	4.0	4.0
GO:0005979	regulation of glycogen biosynthetic process	biological_process	12.287712379549449	5.643856189774724	12.287712379549449	5.643856189774724	1	1	1.0	1.0
GO:0005984	disaccharide metabolic process	biological_process	13.287712379549449	9.965784284662087	13.287712379549449	9.965784284662087	2	2	2.0	2.0
GO:0005988	lactose metabolic process	biological_process	12.287712379549449	8.965784284662087	12.287712379549449	8.965784284662087	1	1	1.0	1.0
GO:0005989	lactose biosynthetic process	biological_process	12.287712379549449	8.965784284662087	12.287712379549449	8.965784284662087	1	1	NA	NA
GO:0005996	monosaccharide metabolic process	biological_process	15.095067301607054	15.787252159632477	15.095067301607054	15.787252159632477	7	7	3.0	3.0
GO:0006006	glucose metabolic process	biological_process	14.287712379549449	15.625437741587788	14.287712379549449	15.625437741587788	4	4	1.0	1.0
GO:0006066	alcohol metabolic process	biological_process	15.095067301607054	17.96296376559971	15.095067301607054	17.96296376559971	7	7	4.0	4.0
GO:0006071	glycerol metabolic process	biological_process	12.287712379549449	15.609640474436812	12.287712379549449	15.609640474436812	1	1	1.0	1.0
GO:0006082	organic acid metabolic process	biological_process	16.095067301607052	18.22369300652198	16.095067301607052	18.22369300652198	14	14	2.0	2.0
GO:0006091	generation of precursor metabolites and energy	biological_process	14.872674880270605	15.748847994708067	14.872674880270605	15.748847994708067	6	6	2.0	2.0
GO:0006094	gluconeogenesis	biological_process	12.287712379549449	8.965784284662087	12.287712379549449	8.965784284662087	1	1	NA	NA
GO:0006109	regulation of carbohydrate metabolic process	biological_process	16.457637380991763	16.819405740410915	16.457637380991763	16.819405740410915	18	18	4.0	4.0
GO:0006111	regulation of gluconeogenesis	biological_process	12.287712379549449	15.609640474436812	12.287712379549449	15.609640474436812	1	1	NA	NA
GO:0006112	energy reserve metabolic process	biological_process	12.287712379549449	15.609640474436812	12.287712379549449	15.609640474436812	1	1	NA	NA
GO:0006114	glycerol biosynthetic process	biological_process	12.287712379549449	15.609640474436812	12.287712379549449	15.609640474436812	1	1	NA	NA
GO:0006122	mitochondrial electron transport, ubiquinol to cytochrome c	biological_process	12.287712379549449	2.321928094887362	12.287712379549449	2.321928094887362	1	1	NA	NA
GO:0006123	mitochondrial electron transport, cytochrome c to oxygen	biological_process	12.287712379549449	2.321928094887362	12.287712379549449	2.321928094887362	1	1	NA	NA
GO:0006139	nucleobase-containing compound metabolic process	biological_process	16.747143998186747	19.122250427178134	16.747143998186747	19.122250427178134	22	22	3.0	3.0
GO:0006259	DNA metabolic process	biological_process	15.747143998186747	18.662751810896374	15.747143998186747	18.662751810896374	11	11	3.0	3.0
GO:0006275	regulation of DNA replication	biological_process	12.287712379549449	2.321928094887362	12.287712379549449	2.321928094887362	1	1	1.0	1.0
GO:0006278	RNA-dependent DNA biosynthetic process	biological_process	12.287712379549449	12.287712379549449	12.287712379549449	12.287712379549449	1	1	NA	NA
GO:0006281	DNA repair	biological_process	15.095067301607054	17.98815209769054	15.095067301607054	17.98815209769054	7	7	5.0	5.0
GO:0006283	transcription-coupled nucleotide-excision repair	biological_process	12.287712379549449	15.609640474436812	12.287712379549449	15.609640474436812	1	1	NA	NA
GO:0006289	nucleotide-excision repair	biological_process	13.287712379549449	16.609640474436812	13.287712379549449	16.609640474436812	2	2	2.0	2.0
GO:0006294	nucleotide-excision repair, preincision complex assembly	biological_process	12.287712379549449	15.609640474436812	12.287712379549449	15.609640474436812	1	1	NA	NA
GO:0006296	nucleotide-excision repair, DNA incision, 5'-to lesion	biological_process	12.287712379549449	15.609640474436812	12.287712379549449	15.609640474436812	1	1	NA	NA
GO:0006297	nucleotide-excision repair, DNA gap filling	biological_process	12.287712379549449	15.609640474436812	12.287712379549449	15.609640474436812	1	1	NA	NA
GO:0006301	postreplication repair	biological_process	13.287712379549449	16.609640474436812	13.287712379549449	16.609640474436812	2	2	1.0	1.0
GO:0006302	double-strand break repair	biological_process	12.287712379549449	12.287712379549449	12.287712379549449	12.287712379549449	1	1	1.0	1.0
GO:0006303	double-strand break repair via nonhomologous end joining	biological_process	12.287712379549449	12.287712379549449	12.287712379549449	12.287712379549449	1	1	NA	NA
GO:0006325	chromatin organization	biological_process	13.287712379549449	3.321928094887362	13.287712379549449	3.321928094887362	2	2	1.0	1.0
GO:0006349	regulation of gene expression by genetic imprinting	biological_process	12.287712379549449	5.643856189774724	12.287712379549449	5.643856189774724	1	1	NA	NA
GO:0006351	transcription, DNA-templated	biological_process	13.287712379549449	5.658211482751795	13.287712379549449	5.658211482751795	2	2	NA	NA
GO:0006355	regulation of transcription, DNA-templated	biological_process	17.645264384167533	18.879056692364546	17.645264384167533	18.879056692364546	41	41	5.0	5.0
GO:0006357	regulation of transcription by RNA polymerase II	biological_process	16.457637380991763	17.654810817179527	16.457637380991763	17.654810817179527	18	18	4.0	4.0
GO:0006399	tRNA metabolic process	biological_process	12.287712379549449	8.965784284662087	12.287712379549449	8.965784284662087	1	1	1.0	1.0
GO:0006412	translation	biological_process	12.287712379549449	8.965784284662087	12.287712379549449	8.965784284662087	1	1	1.0	1.0
GO:0006417	regulation of translation	biological_process	13.872674880270605	0.5849625007211562	13.872674880270605	0.5849625007211562	3	3	2.0	2.0
GO:0006418	tRNA aminoacylation for protein translation	biological_process	12.287712379549449	8.965784284662087	12.287712379549449	8.965784284662087	1	1	1.0	1.0
GO:0006427	histidyl-tRNA aminoacylation	biological_process	12.287712379549449	8.965784284662087	12.287712379549449	8.965784284662087	1	1	NA	NA
GO:0006446	regulation of translational initiation	biological_process	13.287712379549449	NA	13.287712379549449	0.0	2	2	2.0	2.0
GO:0006447	regulation of translational initiation by iron	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	1.0	1.0
GO:0006457	protein folding	biological_process	13.287712379549449	12.302067672526519	13.287712379549449	12.302067672526519	2	2	1.0	1.0
GO:0006464	cellular protein modification process	biological_process	17.4971657451784	18.302808470471508	17.4971657451784	18.302808470471508	37	37	8.0	8.0
GO:0006468	protein phosphorylation	biological_process	15.45763738099176	16.68223338101288	15.45763738099176	16.68223338101288	9	9	3.0	3.0
GO:0006469	negative regulation of protein kinase activity	biological_process	12.287712379549449	2.321928094887362	12.287712379549449	2.321928094887362	1	1	1.0	1.0
GO:0006470	protein dephosphorylation	biological_process	12.287712379549449	2.321928094887362	12.287712379549449	2.321928094887362	1	1	NA	NA
GO:0006473	protein acetylation	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	1.0	1.0
GO:0006475	internal protein amino acid acetylation	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	NA	NA
GO:0006508	proteolysis	biological_process	15.609640474436812	17.20914871035575	15.609640474436812	17.20914871035575	10	10	2.0	2.0
GO:0006511	ubiquitin-dependent protein catabolic process	biological_process	14.609640474436812	15.638492480284306	14.609640474436812	15.638492480284306	5	5	1.0	1.0
GO:0006513	protein monoubiquitination	biological_process	12.287712379549449	2.321928094887362	12.287712379549449	2.321928094887362	1	1	1.0	1.0
GO:0006518	peptide metabolic process	biological_process	14.287712379549449	9.117643101389092	14.287712379549449	9.117643101389092	4	4	2.0	2.0
GO:0006520	cellular amino acid metabolic process	biological_process	13.287712379549449	9.965784284662087	13.287712379549449	9.965784284662087	2	2	2.0	2.0
GO:0006521	regulation of cellular amino acid metabolic process	biological_process	12.287712379549449	12.287712379549449	12.287712379549449	12.287712379549449	1	1	NA	NA
GO:0006575	cellular modified amino acid metabolic process	biological_process	14.872674880270605	10.603162679534382	14.872674880270605	10.603162679534382	6	6	3.0	3.0
GO:0006599	phosphagen metabolic process	biological_process	13.287712379549449	9.965784284662087	13.287712379549449	9.965784284662087	2	2	2.0	2.0
GO:0006600	creatine metabolic process	biological_process	12.287712379549449	8.965784284662087	12.287712379549449	8.965784284662087	1	1	NA	NA
GO:0006603	phosphocreatine metabolic process	biological_process	12.287712379549449	8.965784284662087	12.287712379549449	8.965784284662087	1	1	1.0	1.0
GO:0006605	protein targeting	biological_process	13.872674880270605	15.748454943339093	13.872674880270605	15.748454943339093	3	3	2.0	2.0
GO:0006625	protein targeting to peroxisome	biological_process	13.287712379549449	15.747143998186747	13.287712379549449	15.747143998186747	2	2	NA	NA
GO:0006626	protein targeting to mitochondrion	biological_process	12.287712379549449	5.643856189774724	12.287712379549449	5.643856189774724	1	1	NA	NA
GO:0006629	lipid metabolic process	biological_process	16.98815209769054	18.47996770812361	16.98815209769054	18.47996770812361	26	26	3.0	3.0
GO:0006631	fatty acid metabolic process	biological_process	15.095067301607054	16.611233772321945	15.095067301607054	16.611233772321945	7	7	4.0	4.0
GO:0006635	fatty acid beta-oxidation	biological_process	12.287712379549449	15.609640474436812	12.287712379549449	15.609640474436812	1	1	NA	NA
GO:0006638	neutral lipid metabolic process	biological_process	14.287712379549449	12.28814512315342	14.287712379549449	12.28814512315342	4	4	2.0	2.0
GO:0006639	acylglycerol metabolic process	biological_process	13.872674880270605	12.288000889707574	13.872674880270605	12.288000889707574	3	3	2.0	2.0
GO:0006641	triglyceride metabolic process	biological_process	13.287712379549449	12.287856641840545	13.287712379549449	12.287856641840545	2	2	1.0	1.0
GO:0006662	glycerol ether metabolic process	biological_process	12.287712379549449	5.643856189774724	12.287712379549449	5.643856189774724	1	1	NA	NA
GO:0006720	isoprenoid metabolic process	biological_process	12.287712379549449	8.965784284662087	12.287712379549449	8.965784284662087	1	1	1.0	1.0
GO:0006721	terpenoid metabolic process	biological_process	12.287712379549449	8.965784284662087	12.287712379549449	8.965784284662087	1	1	1.0	1.0
GO:0006725	cellular aromatic compound metabolic process	biological_process	17.042599881712917	19.36602759977385	17.042599881712917	19.36602759977385	27	27	2.0	2.0
GO:0006730	one-carbon metabolic process	biological_process	12.287712379549449	15.609640474436812	12.287712379549449	15.609640474436812	1	1	NA	NA
GO:0006732	coenzyme metabolic process	biological_process	12.287712379549449	12.287712379549449	12.287712379549449	12.287712379549449	1	1	1.0	1.0
GO:0006749	glutathione metabolic process	biological_process	13.872674880270605	5.794415866350106	13.872674880270605	5.794415866350106	3	3	NA	NA
GO:0006766	vitamin metabolic process	biological_process	12.287712379549449	12.287712379549449	12.287712379549449	12.287712379549449	1	1	1.0	1.0
GO:0006767	water-soluble vitamin metabolic process	biological_process	12.287712379549449	12.287712379549449	12.287712379549449	12.287712379549449	1	1	1.0	1.0
GO:0006790	sulfur compound metabolic process	biological_process	15.095067301607054	7.3706874068072175	15.095067301607054	7.3706874068072175	7	7	3.0	3.0
GO:0006793	phosphorus metabolic process	biological_process	16.194602975157967	16.716196505631757	16.194602975157967	16.716196505631757	15	15	2.0	2.0
GO:0006796	phosphate-containing compound metabolic process	biological_process	15.872674880270605	16.695955492318465	15.872674880270605	16.695955492318465	12	12	3.0	3.0
GO:0006801	superoxide metabolic process	biological_process	13.872674880270605	12.288000889707574	13.872674880270605	12.288000889707574	3	3	2.0	2.0
GO:0006805	xenobiotic metabolic process	biological_process	13.872674880270605	12.426526848451731	13.872674880270605	12.426526848451731	3	3	NA	NA
GO:0006807	nitrogen compound metabolic process	biological_process	19.535639892993036	20.60590401917171	19.535639892993036	20.60590401917171	152	152	3.0	3.0
GO:0006809	nitric oxide biosynthetic process	biological_process	12.287712379549449	12.287712379549449	12.287712379549449	12.287712379549449	1	1	NA	NA
GO:0006810	transport	biological_process	19.554498920244352	21.91815571196006	19.554498920244352	21.91815571196006	154	154	16.0	16.0
GO:0006811	ion transport	biological_process	15.872674880270605	18.417228269898168	15.872674880270605	18.417228269898168	12	12	2.0	2.0
GO:0006812	cation transport	biological_process	14.287712379549449	5.807354922057604	14.287712379549449	5.807354922057604	4	4	1.0	1.0
GO:0006820	anion transport	biological_process	15.287712379549449	18.41699745748586	15.287712379549449	18.41699745748586	8	8	1.0	1.0
GO:0006826	iron ion transport	biological_process	13.872674880270605	2.584962500721156	13.872674880270605	2.584962500721156	3	3	3.0	3.0
GO:0006836	neurotransmitter transport	biological_process	12.287712379549449	15.609640474436812	12.287712379549449	15.609640474436812	1	1	1.0	1.0
GO:0006839	mitochondrial transport	biological_process	12.287712379549449	5.643856189774724	12.287712379549449	5.643856189774724	1	1	1.0	1.0
GO:0006869	lipid transport	biological_process	13.872674880270605	15.624010051452485	13.872674880270605	15.624010051452485	3	3	2.0	2.0
GO:0006873	cellular ion homeostasis	biological_process	14.609640474436812	15.624167166543746	14.609640474436812	15.624167166543746	5	5	1.0	1.0
GO:0006875	cellular metal ion homeostasis	biological_process	14.287712379549449	8.98299357469431	14.287712379549449	8.98299357469431	4	4	1.0	1.0
GO:0006879	cellular iron ion homeostasis	biological_process	14.287712379549449	8.98299357469431	14.287712379549449	8.98299357469431	4	4	1.0	1.0
GO:0006885	regulation of pH	biological_process	12.287712379549449	15.609640474436812	12.287712379549449	15.609640474436812	1	1	1.0	1.0
GO:0006886	intracellular protein transport	biological_process	14.609640474436812	15.748599074608313	14.609640474436812	15.748599074608313	5	5	2.0	2.0
GO:0006887	exocytosis	biological_process	16.194602975157967	16.819611557706395	16.194602975157967	16.819611557706395	15	15	1.0	1.0
GO:0006897	endocytosis	biological_process	14.872674880270605	17.609680148004927	14.872674880270605	17.609680148004927	6	6	2.0	2.0
GO:0006898	receptor-mediated endocytosis	biological_process	14.287712379549449	17.19460778413342	14.287712379549449	17.19460778413342	4	4	1.0	1.0
GO:0006909	phagocytosis	biological_process	12.287712379549449	15.609640474436812	12.287712379549449	15.609640474436812	1	1	NA	NA
GO:0006911	phagocytosis, engulfment	biological_process	12.287712379549449	2.321928094887362	12.287712379549449	2.321928094887362	1	1	NA	NA
GO:0006915	apoptotic process	biological_process	14.872674880270605	9.253847484987404	14.872674880270605	9.253847484987404	6	6	2.0	2.0
GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	biological_process	14.287712379549449	5.807354922057604	14.287712379549449	5.807354922057604	4	4	1.0	1.0
GO:0006928	movement of cell or subcellular component	biological_process	16.37517522079979	16.68284374659352	16.37517522079979	16.68284374659352	17	17	2.0	2.0
GO:0006935	chemotaxis	biological_process	14.287712379549449	15.611240977817063	14.287712379549449	15.611240977817063	4	4	1.0	1.0
GO:0006936	muscle contraction	biological_process	12.287712379549449	12.287712379549449	12.287712379549449	12.287712379549449	1	1	1.0	1.0
GO:0006937	regulation of muscle contraction	biological_process	13.872674880270605	12.288000889707574	13.872674880270605	12.288000889707574	3	3	3.0	3.0
GO:0006940	regulation of smooth muscle contraction	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	1.0	1.0
GO:0006941	striated muscle contraction	biological_process	12.287712379549449	12.287712379549449	12.287712379549449	12.287712379549449	1	1	1.0	1.0
GO:0006942	regulation of striated muscle contraction	biological_process	12.287712379549449	12.287712379549449	12.287712379549449	12.287712379549449	1	1	1.0	1.0
GO:0006950	response to stress	biological_process	18.645264384167533	19.854448396218874	18.645264384167533	19.854448396218874	82	82	11.0	11.0
GO:0006952	defense response	biological_process	17.042599881712917	16.71820507521412	17.042599881712917	16.71820507521412	27	27	3.0	3.0
GO:0006953	acute-phase response	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	NA	NA
GO:0006954	inflammatory response	biological_process	15.287712379549449	15.62690678686152	15.287712379549449	15.62690678686152	8	8	3.0	3.0
GO:0006955	immune response	biological_process	16.609640474436812	17.24858545953086	16.609640474436812	17.24858545953086	20	20	5.0	5.0
GO:0006956	complement activation	biological_process	13.287712379549449	16.609640474436812	13.287712379549449	16.609640474436812	2	2	2.0	2.0
GO:0006957	complement activation, alternative pathway	biological_process	12.287712379549449	15.609640474436812	12.287712379549449	15.609640474436812	1	1	NA	NA
GO:0006958	complement activation, classical pathway	biological_process	12.287712379549449	15.609640474436812	12.287712379549449	15.609640474436812	1	1	NA	NA
GO:0006959	humoral immune response	biological_process	15.747143998186747	16.61837833235847	15.747143998186747	16.61837833235847	11	11	2.0	2.0
GO:0006970	response to osmotic stress	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	1.0	1.0
GO:0006974	cellular response to DNA damage stimulus	biological_process	15.609640474436812	18.24214369047169	15.609640474436812	18.24214369047169	10	10	4.0	4.0
GO:0006979	response to oxidative stress	biological_process	16.37517522079979	17.09519610791408	16.37517522079979	17.09519610791408	17	17	2.0	2.0
GO:0006984	ER-nucleus signaling pathway	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	1.0	1.0
GO:0006996	organelle organization	biological_process	16.68002980232821	16.815264450715986	16.68002980232821	16.815264450715986	21	21	8.0	8.0
GO:0006997	nucleus organization	biological_process	12.287712379549449	12.287712379549449	12.287712379549449	12.287712379549449	1	1	1.0	1.0
GO:0007005	mitochondrion organization	biological_process	15.287712379549449	8.25502856981873	15.287712379549449	8.25502856981873	8	8	3.0	3.0
GO:0007006	mitochondrial membrane organization	biological_process	14.287712379549449	7.643856189774724	14.287712379549449	7.643856189774724	4	4	1.0	1.0
GO:0007009	plasma membrane organization	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	1.0	1.0
GO:0007010	cytoskeleton organization	biological_process	14.609640474436812	1.3219280948873624	14.609640474436812	1.3219280948873624	5	5	4.0	4.0
GO:0007015	actin filament organization	biological_process	14.287712379549449	4.321928094887363	14.287712379549449	4.321928094887363	4	4	3.0	3.0
GO:0007017	microtubule-based process	biological_process	15.609640474436812	16.609698181084322	15.609640474436812	16.609698181084322	10	10	2.0	2.0
GO:0007018	microtubule-based movement	biological_process	15.287712379549449	16.609683754638837	15.287712379549449	16.609683754638837	8	8	2.0	2.0
GO:0007031	peroxisome organization	biological_process	13.287712379549449	15.747143998186747	13.287712379549449	15.747143998186747	2	2	1.0	1.0
GO:0007049	cell cycle	biological_process	12.287712379549449	8.965784284662087	12.287712379549449	8.965784284662087	1	1	NA	NA
GO:0007050	cell cycle arrest	biological_process	13.872674880270605	3.3923174227787602	13.872674880270605	3.3923174227787602	3	3	NA	NA
GO:0007059	chromosome segregation	biological_process	12.287712379549449	8.965784284662087	12.287712379549449	8.965784284662087	1	1	NA	NA
GO:0007088	regulation of mitotic nuclear division	biological_process	14.872674880270605	12.320518524632691	14.872674880270605	12.320518524632691	6	6	3.0	3.0
GO:0007093	mitotic cell cycle checkpoint	biological_process	12.287712379549449	2.321928094887362	12.287712379549449	2.321928094887362	1	1	NA	NA
GO:0007096	regulation of exit from mitosis	biological_process	12.287712379549449	2.321928094887362	12.287712379549449	2.321928094887362	1	1	1.0	1.0
GO:0007154	cell communication	biological_process	15.609640474436812	16.689015171898564	15.609640474436812	16.689015171898564	10	10	2.0	2.0
GO:0007155	cell adhesion	biological_process	13.872674880270605	16.609647687893982	13.872674880270605	16.609647687893982	3	3	1.0	1.0
GO:0007159	leukocyte cell-cell adhesion	biological_process	13.287712379549449	15.609654901315086	13.287712379549449	15.609654901315086	2	2	1.0	1.0
GO:0007165	signal transduction	biological_process	18.59149312772655	19.836417943156224	18.59149312772655	19.836417943156224	79	79	11.0	11.0
GO:0007166	cell surface receptor signaling pathway	biological_process	17.042599881712917	18.31133368279082	17.042599881712917	18.31133368279082	27	27	6.0	6.0
GO:0007167	enzyme linked receptor protein signaling pathway	biological_process	14.872674880270605	15.875197390039316	14.872674880270605	15.875197390039316	6	6	2.0	2.0
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	biological_process	14.609640474436812	13.302781701267097	14.609640474436812	13.302781701267097	5	5	4.0	4.0
GO:0007173	epidermal growth factor receptor signaling pathway	biological_process	12.287712379549449	12.287712379549449	12.287712379549449	12.287712379549449	1	1	NA	NA
GO:0007176	regulation of epidermal growth factor-activated receptor activity	biological_process	12.287712379549449	12.287712379549449	12.287712379549449	12.287712379549449	1	1	1.0	1.0
GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	biological_process	12.287712379549449	15.609640474436812	12.287712379549449	15.609640474436812	1	1	1.0	1.0
GO:0007179	transforming growth factor beta receptor signaling pathway	biological_process	12.287712379549449	15.609640474436812	12.287712379549449	15.609640474436812	1	1	NA	NA
GO:0007186	G protein-coupled receptor signaling pathway	biological_process	13.872674880270605	16.609647687893982	13.872674880270605	16.609647687893982	3	3	1.0	1.0
GO:0007249	I-kappaB kinase/NF-kappaB signaling	biological_process	13.287712379549449	15.609654901315086	13.287712379549449	15.609654901315086	2	2	NA	NA
GO:0007254	JNK cascade	biological_process	13.287712379549449	15.609654901315086	13.287712379549449	15.609654901315086	2	2	NA	NA
GO:0007257	activation of JUN kinase activity	biological_process	12.287712379549449	2.321928094887362	12.287712379549449	2.321928094887362	1	1	NA	NA
GO:0007260	tyrosine phosphorylation of STAT protein	biological_process	12.287712379549449	15.609640474436812	12.287712379549449	15.609640474436812	1	1	NA	NA
GO:0007264	small GTPase mediated signal transduction	biological_process	12.287712379549449	2.321928094887362	12.287712379549449	2.321928094887362	1	1	1.0	1.0
GO:0007265	Ras protein signal transduction	biological_process	12.287712379549449	2.321928094887362	12.287712379549449	2.321928094887362	1	1	NA	NA
GO:0007267	cell-cell signaling	biological_process	14.872674880270605	12.464162818668548	14.872674880270605	12.464162818668548	6	6	2.0	2.0
GO:0007268	chemical synaptic transmission	biological_process	13.287712379549449	12.302067672526519	13.287712379549449	12.302067672526519	2	2	1.0	1.0
GO:0007271	synaptic transmission, cholinergic	biological_process	12.287712379549449	12.287712379549449	12.287712379549449	12.287712379549449	1	1	NA	NA
GO:0007275	multicellular organism development	biological_process	13.287712379549449	15.611082448610718	13.287712379549449	15.611082448610718	2	2	1.0	1.0
GO:0007276	gamete generation	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	1.0	1.0
GO:0007283	spermatogenesis	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	NA	NA
GO:0007346	regulation of mitotic cell cycle	biological_process	16.37517522079979	13.329726275571494	16.37517522079979	13.329726275571494	17	17	4.0	4.0
GO:0007416	synapse assembly	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	NA	NA
GO:0007417	central nervous system development	biological_process	12.287712379549449	2.321928094887362	12.287712379549449	2.321928094887362	1	1	NA	NA
GO:0007423	sensory organ development	biological_process	12.287712379549449	8.965784284662087	12.287712379549449	8.965784284662087	1	1	1.0	1.0
GO:0007507	heart development	biological_process	13.872674880270605	12.43827205612483	13.872674880270605	12.43827205612483	3	3	NA	NA
GO:0007565	female pregnancy	biological_process	12.287712379549449	15.609640474436812	12.287712379549449	15.609640474436812	1	1	NA	NA
GO:0007566	embryo implantation	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	NA	NA
GO:0007568	aging	biological_process	14.609640474436812	13.289226414613003	14.609640474436812	13.289226414613003	5	5	1.0	1.0
GO:0007569	cell aging	biological_process	13.287712379549449	2.4594316186372973	13.287712379549449	2.4594316186372973	2	2	1.0	1.0
GO:0007584	response to nutrient	biological_process	15.988152097690541	17.74754396272829	15.988152097690541	17.74754396272829	13	13	3.0	3.0
GO:0007589	body fluid secretion	biological_process	12.287712379549449	5.643856189774724	12.287712379549449	5.643856189774724	1	1	1.0	1.0
GO:0007595	lactation	biological_process	12.287712379549449	5.643856189774724	12.287712379549449	5.643856189774724	1	1	NA	NA
GO:0007596	blood coagulation	biological_process	13.872674880270605	15.611096861076598	13.872674880270605	15.611096861076598	3	3	NA	NA
GO:0007599	hemostasis	biological_process	13.872674880270605	15.611096861076598	13.872674880270605	15.611096861076598	3	3	1.0	1.0
GO:0007600	sensory perception	biological_process	13.287712379549449	8.967226258835993	13.287712379549449	8.967226258835993	2	2	2.0	2.0
GO:0007601	visual perception	biological_process	12.287712379549449	8.965784284662087	12.287712379549449	8.965784284662087	1	1	NA	NA
GO:0007605	sensory perception of sound	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	NA	NA
GO:0007610	behavior	biological_process	15.095067301607054	17.195574062922628	15.095067301607054	17.195574062922628	7	7	4.0	4.0
GO:0007611	learning or memory	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	1.0	1.0
GO:0007613	memory	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	NA	NA
GO:0007623	circadian rhythm	biological_process	12.287712379549449	15.609640474436812	12.287712379549449	15.609640474436812	1	1	NA	NA
GO:0007626	locomotory behavior	biological_process	13.287712379549449	5.658211482751795	13.287712379549449	5.658211482751795	2	2	1.0	1.0
GO:0007631	feeding behavior	biological_process	13.287712379549449	16.609640474436812	13.287712379549449	16.609640474436812	2	2	2.0	2.0
GO:0008009	chemokine activity	molecular_function	13.287712379549449	15.609654901315086	13.287712379549449	15.609654901315086	2	2	NA	NA
GO:0008016	regulation of heart contraction	biological_process	12.287712379549449	12.287712379549449	12.287712379549449	12.287712379549449	1	1	1.0	1.0
GO:0008017	microtubule binding	molecular_function	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	1.0	1.0
GO:0008022	protein C-terminus binding	molecular_function	13.287712379549449	12.289154353723356	13.287712379549449	12.289154353723356	2	2	NA	NA
GO:0008047	enzyme activator activity	molecular_function	14.287712379549449	12.31642296550359	14.287712379549449	12.31642296550359	4	4	2.0	2.0
GO:0008064	regulation of actin polymerization or depolymerization	biological_process	14.872674880270605	4.906890595608519	14.872674880270605	4.906890595608519	6	6	2.0	2.0
GO:0008083	growth factor activity	molecular_function	13.872674880270605	12.31628153174622	13.872674880270605	12.31628153174622	3	3	NA	NA
GO:0008088	axo-dendritic transport	biological_process	13.872674880270605	0.5849625007211562	13.872674880270605	0.5849625007211562	3	3	1.0	1.0
GO:0008089	anterograde axonal transport	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	NA	NA
GO:0008090	retrograde axonal transport	biological_process	12.287712379549449	-1.0	12.287712379549449	-1.0	1	1	NA	NA
GO:0008092	cytoskeletal protein binding	molecular_function	14.872674880270605	3.584962500721156	14.872674880270605	3.584962500721156	6	6	4.0	4.0
GO:0008104	protein localization	biological_process	16.931568569324174	18.519841620188352	16.931568569324174	18.519841620188352	25	25	2.0	2.0
GO:0008134	transcription factor binding	molecular_function	13.872674880270605	13.358101707440847	13.872674880270605	13.358101707440847	3	3	2.0	2.0
GO:0008144	drug binding	molecular_function	15.872674880270605	17.30576786423686	15.872674880270605	17.30576786423686	12	12	5.0	5.0
GO:0008150	biological_process	biological_process	26.423101031128496	27.28085714154576	26.423101031128496	27.28085714154576	17996	17996	21.0	21.0
GO:0008152	metabolic process	biological_process	22.635333748117585	24.10565255071219	22.635333748117585	24.10565255071219	1303	1303	9.0	9.0
